165
Australia_BA.1_EPI_ISL_8437655_2021.975	2021.975
Australia_BA.1_EPI_ISL_8646025_2021.995	2021.995
Australia_BA.1_EPI_ISL_8437677_2021.978	2021.978
Australia_BA.1_EPI_ISL_8216314_2021.973	2021.973
Australia_BA.1_EPI_ISL_8216010_2021.975	2021.975
Australia_BA.1_EPI_ISL_9302440_2022.027	2022.027
Australia_BA.1_EPI_ISL_8954491_2021.995	2021.995
Australia_BA.1_EPI_ISL_8955264_2022.008	2022.008
Australia_BA.1_EPI_ISL_8132868_2021.975	2021.975
Australia_BA.1_EPI_ISL_8598225_2021.984	2021.984
Australia_BA.1_EPI_ISL_8334231_2021.97	2021.97
Australia_BA.1_EPI_ISL_8216073_2021.973	2021.973
Australia_BA.1_EPI_ISL_8598255_2021.984	2021.984
Australia_BA.1_EPI_ISL_8216103_2021.964	2021.964
Australia_BA.1_EPI_ISL_8216154_2021.97	2021.97
Australia_BA.1_EPI_ISL_8641867_2021.97	2021.97
Australia_BA.1_EPI_ISL_8955409_2022.005	2022.005
Australia_BA.1_EPI_ISL_8955877_2022.016	2022.016
Australia_BA.1_EPI_ISL_8598307_2021.981	2021.981
Australia_BA.1_EPI_ISL_7860104_2021.956	2021.956
Australia_BA.1_EPI_ISL_8642872_2021.989	2021.989
Australia_BA.1_EPI_ISL_8645868_2021.992	2021.992
Australia_BA.1_EPI_ISL_8954991_2022.005	2022.005
Australia_BA.1_EPI_ISL_8132754_2021.973	2021.973
Australia_BA.1_EPI_ISL_8643090_2021.984	2021.984
Australia_BA.1_EPI_ISL_8216369_2021.973	2021.973
Australia_BA.1_EPI_ISL_8216313_2021.973	2021.973
Australia_BA.1_EPI_ISL_8437848_2021.975	2021.975
Australia_BA.1_EPI_ISL_8642011_2021.975	2021.975
Australia_BA.1_EPI_ISL_8642974_2021.981	2021.981
Australia_BA.1_EPI_ISL_8955341_2022.008	2022.008
Australia_BA.1_EPI_ISL_8954690_2021.997	2021.997
Australia_BA.1_EPI_ISL_8955509_2022.025	2022.025
Australia_BA.1_EPI_ISL_8437570_2021.984	2021.984
Australia_BA.1_EPI_ISL_8438103_2021.97	2021.97
