176
Australia_BA.1_EPI_ISL_8642053_2021.97	2021.97
Australia_BA.1_EPI_ISL_8955263_2022.008	2022.008
Australia_BA.1_EPI_ISL_8955995_2022.047	2022.047
Australia_BA.1_EPI_ISL_9302399_2022.047	2022.047
Australia_BA.1_EPI_ISL_9302207_2022.003	2022.003
Australia_BA.1_EPI_ISL_8955154_2022.027	2022.027
Australia_BA.1_EPI_ISL_8955118_2022.005	2022.005
Australia_BA.1_EPI_ISL_8645854_2021.992	2021.992
Australia_BA.1_EPI_ISL_8643317_2021.986	2021.986
Australia_BA.1_EPI_ISL_8955328_2022.008	2022.008
Australia_BA.1_EPI_ISL_8641275_2021.964	2021.964
Australia_BA.1_EPI_ISL_9302256_2022.022	2022.022
Australia_BA.1_EPI_ISL_8643571_2021.981	2021.981
Australia_BA.1_EPI_ISL_8641336_2021.964	2021.964
Australia_BA.1_EPI_ISL_8643443_2021.984	2021.984
Australia_BA.1_EPI_ISL_8901080_2022.019	2022.019
Australia_BA.1_EPI_ISL_8955505_2022.025	2022.025
Australia_BA.1_EPI_ISL_8643386_2021.986	2021.986
Australia_BA.1_EPI_ISL_8954837_2022.003	2022.003
Australia_BA.1_EPI_ISL_8641305_2021.962	2021.962
Australia_BA.1_EPI_ISL_8646191_2022	2022
Australia_BA.1_EPI_ISL_8643043_2021.981	2021.981
Australia_BA.1_EPI_ISL_8954649_2021.997	2021.997
Australia_BA.1_EPI_ISL_8132911_2021.967	2021.967
Australia_BA.1_EPI_ISL_8901046_2022.005	2022.005
Australia_BA.1_EPI_ISL_8954534_2021.995	2021.995
Australia_BA.1_EPI_ISL_8954627_2021.997	2021.997
Australia_BA.1_EPI_ISL_8215904_2021.975	2021.975
Australia_BA.1_EPI_ISL_8954809_2022	2022
Australia_BA.1_EPI_ISL_8954542_2021.995	2021.995
Australia_BA.1_EPI_ISL_8642858_2021.989	2021.989
Australia_BA.1_EPI_ISL_8646294_2022	2022
Australia_BA.1_EPI_ISL_8643376_2021.986	2021.986
Australia_BA.1_EPI_ISL_8643210_2021.986	2021.986
Australia_BA.1_EPI_ISL_8215894_2021.973	2021.973
Australia_BA.1_EPI_ISL_8954815_2022.014	2022.014
Australia_BA.1_EPI_ISL_8955598_2022.005	2022.005
Australia_BA.1_EPI_ISL_8646170_2022.016	2022.016
Australia_BA.1_EPI_ISL_8646321_2022	2022
Australia_BA.1_EPI_ISL_8954804_2022.003	2022.003
Australia_BA.1_EPI_ISL_8955879_2022.044	2022.044
Australia_BA.1_EPI_ISL_8598371_2021.981	2021.981
Australia_BA.1_EPI_ISL_8643277_2021.986	2021.986
Australia_BA.1_EPI_ISL_8646192_2022	2022
Australia_BA.1_EPI_ISL_8642163_2021.973	2021.973
Australia_BA.1_EPI_ISL_8954628_2021.997	2021.997
Australia_BA.1_EPI_ISL_8641862_2021.97	2021.97
Australia_BA.1_EPI_ISL_9302039_2022.005	2022.005
Australia_BA.1_EPI_ISL_8643248_2021.986	2021.986
Australia_BA.1_EPI_ISL_8643625_2021.989	2021.989
Australia_BA.1_EPI_ISL_8642943_2021.981	2021.981
Australia_BA.1_EPI_ISL_8954543_2021.995	2021.995
Australia_BA.1_EPI_ISL_8955719_2022.019	2022.019
Australia_BA.1_EPI_ISL_8645962_2021.995	2021.995
Australia_BA.1_EPI_ISL_8955464_2022.036	2022.036
Australia_BA.1_EPI_ISL_8955749_2022.019	2022.019
Australia_BA.1_EPI_ISL_8216323_2021.978	2021.978
Australia_BA.1_EPI_ISL_8132890_2021.967	2021.967
Australia_BA.1_EPI_ISL_8643478_2021.989	2021.989
Australia_BA.1_EPI_ISL_8955441_2022.03	2022.03
Australia_BA.1_EPI_ISL_8642508_2021.978	2021.978
Australia_BA.1_EPI_ISL_8642141_2021.973	2021.973
Australia_BA.1_EPI_ISL_8955408_2022.011	2022.011
Australia_BA.1_EPI_ISL_8955407_2022.011	2022.011
Australia_BA.1_EPI_ISL_8643119_2021.981	2021.981
Australia_BA.1_EPI_ISL_8955416_2022.022	2022.022
Australia_BA.1_EPI_ISL_8643423_2021.984	2021.984
Australia_BA.1_EPI_ISL_8642252_2021.975	2021.975
Australia_BA.1_EPI_ISL_8954872_2022.003	2022.003
Australia_BA.1_EPI_ISL_8955262_2022.008	2022.008
Australia_BA.1_EPI_ISL_8955401_2022.008	2022.008
Australia_BA.1_EPI_ISL_8955402_2022.008	2022.008
Australia_BA.1_EPI_ISL_8955793_2022.008	2022.008
Australia_BA.1_EPI_ISL_8954921_2022.005	2022.005
Australia_BA.1_EPI_ISL_8640993_2021.967	2021.967
Australia_BA.1_EPI_ISL_8646271_2022	2022
Australia_BA.1_EPI_ISL_8643522_2021.986	2021.986
Australia_BA.1_EPI_ISL_8641992_2021.975	2021.975
Australia_BA.1_EPI_ISL_8954691_2021.997	2021.997
Australia_BA.1_EPI_ISL_8643250_2021.986	2021.986
Australia_BA.1_EPI_ISL_8954787_2022.003	2022.003
Australia_BA.1_EPI_ISL_8954834_2022	2022
Australia_BA.1_EPI_ISL_8955942_2022	2022
Australia_BA.1_EPI_ISL_8215943_2021.973	2021.973
Australia_BA.1_EPI_ISL_8216267_2021.975	2021.975
Australia_BA.1_EPI_ISL_9222809_2022.033	2022.033
Australia_BA.1_EPI_ISL_9222810_2022.033	2022.033
Australia_BA.1_EPI_ISL_8643222_2021.984	2021.984
Australia_BA.1_EPI_ISL_8955892_2022.008	2022.008
Australia_BA.1_EPI_ISL_8643569_2021.984	2021.984
Australia_BA.1_EPI_ISL_8954640_2021.997	2021.997
Australia_BA.1_EPI_ISL_8646000_2021.992	2021.992
Australia_BA.1_EPI_ISL_8643574_2021.981	2021.981
Australia_BA.1_EPI_ISL_8901050_2022.011	2022.011
Australia_BA.1_EPI_ISL_8643225_2021.986	2021.986
Australia_BA.1_EPI_ISL_8642128_2021.973	2021.973
Australia_BA.1_EPI_ISL_8954822_2022.005	2022.005
Australia_BA.1_EPI_ISL_8643534_2021.981	2021.981
Australia_BA.1_EPI_ISL_8642445_2021.975	2021.975
Australia_BA.1_EPI_ISL_8954561_2021.997	2021.997
Australia_BA.1_EPI_ISL_8643044_2021.984	2021.984
Australia_BA.1_EPI_ISL_8954651_2021.997	2021.997
Australia_BA.1_EPI_ISL_8646302_2022	2022
Australia_BA.1_EPI_ISL_8954801_2022.003	2022.003
Australia_BA.1_EPI_ISL_8643422_2021.984	2021.984
Australia_BA.1_EPI_ISL_8641870_2021.97	2021.97
Australia_BA.1_EPI_ISL_8954613_2021.997	2021.997
Australia_BA.1_EPI_ISL_8216289_2021.978	2021.978
Australia_BA.1_EPI_ISL_8955788_2022.014	2022.014
Australia_BA.1_EPI_ISL_8954814_2022.011	2022.011
Australia_BA.1_EPI_ISL_8954560_2021.997	2021.997
Australia_BA.1_EPI_ISL_8643178_2021.981	2021.981
Australia_BA.1_EPI_ISL_8645877_2021.992	2021.992
Australia_BA.1_EPI_ISL_8641877_2021.973	2021.973
Australia_BA.1_EPI_ISL_8954531_2021.995	2021.995
Australia_BA.1_EPI_ISL_8645847_2021.992	2021.992
Australia_BA.1_EPI_ISL_8900984_2022.008	2022.008
Australia_BA.1_EPI_ISL_8643428_2021.984	2021.984
Australia_BA.1_EPI_ISL_8955733_2022.016	2022.016
Australia_BA.1_EPI_ISL_8955390_2022	2022
Australia_BA.1_EPI_ISL_8216003_2021.973	2021.973
Australia_BA.1_EPI_ISL_9222927_2022.038	2022.038
Australia_BA.1_EPI_ISL_8643489_2021.989	2021.989
Australia_BA.1_EPI_ISL_8643392_2021.989	2021.989
Australia_BA.1_EPI_ISL_8216252_2021.975	2021.975
Australia_BA.1_EPI_ISL_8954722_2022.005	2022.005
Australia_BA.1_EPI_ISL_8643084_2021.981	2021.981
Australia_BA.1_EPI_ISL_8643487_2021.986	2021.986
Australia_BA.1_EPI_ISL_8646301_2022	2022
Australia_BA.1_EPI_ISL_8216194_2021.973	2021.973
Australia_BA.1_EPI_ISL_8642014_2021.975	2021.975
Australia_BA.1_EPI_ISL_8955383_2022	2022
Australia_BA.1_EPI_ISL_8643036_2021.984	2021.984
Australia_BA.1_EPI_ISL_8901340_2022.027	2022.027
Australia_BA.1_EPI_ISL_9222791_2022.03	2022.03
Australia_BA.1_EPI_ISL_8642507_2021.978	2021.978
Australia_BA.1_EPI_ISL_8955429_2022.025	2022.025
Australia_BA.1_EPI_ISL_8641907_2021.97	2021.97
Australia_BA.1_EPI_ISL_8955669_2022.011	2022.011
Australia_BA.1_EPI_ISL_8643165_2021.981	2021.981
Australia_BA.1_EPI_ISL_8901349_2021.992	2021.992
Australia_BA.1_EPI_ISL_8955392_2022.03	2022.03
Australia_BA.1_EPI_ISL_8642256_2021.975	2021.975
Australia_BA.1_EPI_ISL_8641903_2021.97	2021.97
Australia_BA.1_EPI_ISL_8642952_2021.981	2021.981
Australia_BA.1_EPI_ISL_8955655_2022.014	2022.014
Australia_BA.1_EPI_ISL_8955721_2022.022	2022.022
Australia_BA.1_EPI_ISL_8955080_2022.008	2022.008
Australia_BA.1_EPI_ISL_8768417_2022.003	2022.003
Australia_BA.1_EPI_ISL_8954514_2021.995	2021.995
Australia_BA.1_EPI_ISL_8643529_2021.986	2021.986
Australia_BA.1_EPI_ISL_9302273_2022.027	2022.027
Australia_BA.1_EPI_ISL_8955288_2022.005	2022.005
Australia_BA.1_EPI_ISL_8642969_2021.981	2021.981
Australia_BA.1_EPI_ISL_9222869_2022.041	2022.041
Australia_BA.1_EPI_ISL_8645986_2021.992	2021.992
Australia_BA.1_EPI_ISL_8955706_2022.022	2022.022
