339
Australia_BA.1_EPI_ISL_8438458_2021.989	2021.989
Australia_BA.1_EPI_ISL_8215927_2021.97	2021.97
Australia_BA.1_EPI_ISL_8900981_2022.008	2022.008
Australia_BA.1_EPI_ISL_8215972_2021.97	2021.97
Australia_BA.1_EPI_ISL_8641933_2021.975	2021.975
Australia_BA.1_EPI_ISL_8438041_2021.981	2021.981
Australia_BA.1_EPI_ISL_8437641_2021.978	2021.978
Australia_BA.1_EPI_ISL_8438301_2021.989	2021.989
Australia_BA.1_EPI_ISL_8954867_2022.003	2022.003
Australia_BA.1_EPI_ISL_8438209_2021.992	2021.992
Australia_BA.1_EPI_ISL_8900925_2021.989	2021.989
Australia_BA.1_EPI_ISL_8437681_2021.978	2021.978
Australia_BA.1_EPI_ISL_8438288_2021.984	2021.984
Australia_BA.1_EPI_ISL_8132916_2021.967	2021.967
Australia_BA.1_EPI_ISL_8438331_2021.981	2021.981
Australia_BA.1_EPI_ISL_8646322_2022	2022
Australia_BA.1_EPI_ISL_8643103_2021.984	2021.984
Australia_BA.1_EPI_ISL_8901197_2022.027	2022.027
Australia_BA.1_EPI_ISL_8901389_2022.036	2022.036
Australia_BA.1_EPI_ISL_8901205_2022.03	2022.03
Australia_BA.1_EPI_ISL_8901305_2022.03	2022.03
Australia_BA.1_EPI_ISL_8901303_2022.027	2022.027
Australia_BA.1_EPI_ISL_8901323_2022.033	2022.033
Australia_BA.1_EPI_ISL_8901304_2022.03	2022.03
Australia_BA.1_EPI_ISL_8643610_2021.989	2021.989
Australia_BA.1_EPI_ISL_8643485_2021.989	2021.989
Australia_BA.1_EPI_ISL_9302516_2022.014	2022.014
Australia_BA.1_EPI_ISL_8645873_2021.995	2021.995
Australia_BA.1_EPI_ISL_8954584_2021.995	2021.995
Australia_BA.1_EPI_ISL_8955129_2022.003	2022.003
Australia_BA.1_EPI_ISL_8955120_2022.005	2022.005
Australia_BA.1_EPI_ISL_8955956_2022.044	2022.044
Australia_BA.1_EPI_ISL_9302487_2022.011	2022.011
Australia_BA.1_EPI_ISL_8646155_2022.016	2022.016
Australia_BA.1_EPI_ISL_9302491_2022.011	2022.011
Australia_BA.1_EPI_ISL_8900875_2021.978	2021.978
Australia_BA.1_EPI_ISL_8438140_2021.984	2021.984
Australia_BA.1_EPI_ISL_8438255_2021.989	2021.989
Australia_BA.1_EPI_ISL_8642880_2021.989	2021.989
Australia_BA.1_EPI_ISL_8132724_2021.973	2021.973
Australia_BA.1_EPI_ISL_8645957_2021.995	2021.995
Australia_BA.1_EPI_ISL_8955257_2022.005	2022.005
Australia_BA.1_EPI_ISL_8216305_2021.975	2021.975
Australia_BA.1_EPI_ISL_8643412_2021.984	2021.984
Australia_BA.1_EPI_ISL_8643576_2021.981	2021.981
Australia_BA.1_EPI_ISL_8643274_2021.986	2021.986
Australia_BA.1_EPI_ISL_8901476_2022.041	2022.041
Australia_BA.1_EPI_ISL_8642295_2021.978	2021.978
Australia_BA.1_EPI_ISL_8643535_2021.981	2021.981
Australia_BA.1_EPI_ISL_8642271_2021.975	2021.975
Australia_BA.1_EPI_ISL_8642973_2021.981	2021.981
Australia_BA.1_EPI_ISL_8901444_2022.036	2022.036
Australia_BA.1_EPI_ISL_8642268_2021.975	2021.975
Australia_BA.1_EPI_ISL_8646187_2022	2022
Australia_BA.1_EPI_ISL_8132630_2021.97	2021.97
Australia_BA.1_EPI_ISL_8132790_2021.967	2021.967
Australia_BA.1_EPI_ISL_8438364_2021.981	2021.981
Australia_BA.1_EPI_ISL_8158386_2021.973	2021.973
Australia_BA.1_EPI_ISL_8437648_2021.975	2021.975
Australia_BA.1_EPI_ISL_8641290_2021.967	2021.967
Australia_BA.1_EPI_ISL_8437853_2021.986	2021.986
Australia_BA.1_EPI_ISL_8437957_2021.984	2021.984
Australia_BA.1_EPI_ISL_8215902_2021.973	2021.973
Australia_BA.1_EPI_ISL_8438279_2021.992	2021.992
Australia_BA.1_EPI_ISL_8640903_2021.964	2021.964
Australia_BA.1_EPI_ISL_8132914_2021.97	2021.97
Australia_BA.1_EPI_ISL_8955824_2022.005	2022.005
Australia_BA.1_EPI_ISL_8334000_2021.967	2021.967
Australia_BA.1_EPI_ISL_8955239_2022.008	2022.008
Australia_BA.1_EPI_ISL_8438384_2021.978	2021.978
Australia_BA.1_EPI_ISL_8643070_2021.986	2021.986
Australia_BA.1_EPI_ISL_8646130_2021.997	2021.997
