tree,real_lambda_1,est_lambda_1,abs_diff_lambda_1,rel_diff_lambda_1,real_psi_1,est_psi_1,abs_diff_psi_1,rel_diff_psi_1,real_rho_1,est_rho_1,abs_diff_rho_1,rel_diff_rho_1,real_R0_1,est_R0_1,abs_diff_R0_1,rel_diff_R0_1,real_infectious_time_1,est_infectious_time_1,abs_diff_infectious_time_1,rel_diff_infectious_time_1,real_lambda_2,est_lambda_2,real_psi_2,est_psi_2,real_rho_2,est_rho_2,real_R0_2,est_R0_2,real_infectious_time_2,est_infectious_time_2,real_t_1,est_t_1,abs_diff_lambda_2,rel_diff_lambda_2,abs_diff_psi_2,rel_diff_psi_2,abs_diff_rho_2,rel_diff_rho_2,abs_diff_R0_2,rel_diff_R0_2,abs_diff_infectious_time_2,rel_diff_infectious_time_2,abs_diff_t_1,rel_diff_t_1
81,0.443769,0.3392093835961418,-0.10455961640385825,-23.561721617295987,0.0556179,0.1,0.04438210000000001,79.79823042581616,0.446477,0.44647714398208377,1.4398208375565602e-07,1.4398208375565602e-05,7.9789,3.3920938359614174,-4.586806164038583,-57.4866982170297,17.9798,10.0,-7.979800000000001,-44.38202872112037,0.29861,0.3023785892649114,0.0646039,0.1,0.652483,0.652483036403398,4.62216,3.023785892649114,15.4789,10.0,18.8095,18.8095,0.003768589264911415,1.262043891668536,0.0353961,54.789416737998785,3.6403397962736506e-08,3.6403397962736506e-06,-1.5983741073508861,-34.58067456234501,-5.478899999999999,-35.39592606709779,0.0,0.0
82,0.308804,0.31818861526927833,0.009384615269278307,3.0390199833157294,0.0845335,0.1,0.015466500000000008,18.29629673443074,0.166775,0.166775434447259,4.3444725900121384e-07,4.3444725900121384e-05,3.65304,3.1818861526927833,-0.47115384730721654,-12.897582487660047,11.8296,10.0,-1.8295999999999992,-15.466287955636702,,,,,,,,,,,34.6971,,,,,,,,,,,,,
83,0.335676,0.32455403007987926,-0.011121969920120711,-3.313305068018182,0.050099,0.1,0.04990100000000001,99.60478253058945,0.139353,0.1393533331224583,3.331224582847625e-07,3.331224582847625e-05,6.70026,3.2455403007987926,-3.4547196992012075,-51.56097971125311,19.9605,10.0,-9.9605,-49.90105458280103,,,,,,,,,,,38.3688,,,,,,,,,,,,,
84,0.326773,0.3568042321643834,0.030031232164383415,9.19024281822042,0.0643322,0.1,0.0356678,55.44315288455858,0.104308,0.10430814470385276,1.447038527613298e-07,1.447038527613298e-05,5.07947,3.568042321643834,-1.5114276783561658,-29.755617778157283,15.5443,10.0,-5.5443,-35.66773672664578,0.304839,0.6700445008209709,0.0525369,0.584895637610002,0.496771,0.49677082913836296,5.80238,1.145579583323452,19.0342,1.7097067163745583,34.7254,34.7254,0.36520550082097086,100.0,0.532358737610002,100.0,-1.7086163706103719e-07,-1.708616370610372e-05,-4.656800416676548,-80.25672942269462,-17.32449328362544,-91.01771171693815,0.0,0.0
85,0.506,0.5128400846079544,0.0068400846079543776,1.3517953770660824,0.1369,0.13997613776334475,0.003076137763344755,2.2469961748318155,0.555079,0.555078819652105,-1.803478949513604e-07,-1.803478949513604e-05,3.69612,3.663767930752628,-0.03235206924737222,-0.8752981301303047,7.30458,7.144074811455956,-0.16050518854404405,-2.197322618741174,,,,,,,,,,,20.5281,,,,,,,,,,,,,
86,0.180609,0.17112801407403794,-0.009480985925962054,-5.24945375145317,0.0716654,0.1,0.0283346,39.537349962464454,0.322216,0.32221634578808395,3.4578808394414295e-07,3.4578808394414295e-05,2.52018,1.7112801407403793,-0.8088998592596206,-32.0969081279758,13.9537,10.0,-3.9536999999999995,-28.334420261292703,0.383286,0.5739307909729889,0.0595567,0.13601033507067734,0.375182,0.37518178032888616,6.43565,4.219758672565196,16.7907,7.352382445645422,60.2906,60.2906,0.19064479097298892,49.739565487126825,0.07645363507067734,100.0,-2.196711138546803e-07,-2.196711138546803e-05,-2.2158913274348038,-34.43150773324845,-9.43831755435458,-56.21157875701775,0.0,0.0
87,0.321125,0.32324272405139237,0.002117724051392378,0.659470315731375,0.0496402,0.1,0.0503598,100.0,0.0731347,0.07313465541791936,-4.4582080638289057e-08,-4.458208063828906e-06,6.46906,3.2324272405139234,-3.2366327594860764,-50.032504869116636,20.145,10.0,-10.145,-50.359890791759746,,,,,,,,,,,38.4415,,,,,,,,,,,,,
88,0.86574,0.7025849128926714,-0.1631550871073285,-18.845737416236805,0.290867,0.34938931402378914,0.05852231402378916,20.119956551891125,0.563278,0.5632777453866865,-2.546133134329054e-07,-2.546133134329054e-05,2.97642,2.010894107782684,-0.965525892217316,-32.43916826984485,3.438,2.862136762236272,-0.5758632377637283,-16.749948742400473,1.27909,1.1902523739069693,0.136115,0.7991168415407018,0.628476,0.6284764107687655,9.39712,1.4894597536101928,7.34674,1.2513814601529287,12.0604,12.0604,-0.08883762609303081,-6.945377267669266,0.6630018415407019,100.0,4.1076876544643426e-07,4.1076876544643426e-05,-7.907660246389806,-84.14982724909127,-6.095358539847071,-82.96684706205842,0.0,0.0
89,0.436007,0.21886220800087558,-0.2171447919991244,-49.803051785665005,0.0664353,0.18540309571090755,0.11896779571090754,100.0,0.203812,0.2038116863123981,-3.13687601893875e-07,-3.13687601893875e-05,6.56289,1.1804668479869378,-5.382423152013063,-82.01300268651558,15.0522,5.393653197459359,-9.658546802540641,-64.1670108192865,0.860734,0.8829967949526656,0.238879,0.2609736383850114,0.560596,0.5605963086915146,3.60322,3.3834712211429974,4.18622,3.8318046458190977,24.0505,24.0505,0.022262794952665588,2.5864895487648436,0.02209463838501141,9.249301271778352,3.0869151457224575e-07,3.0869151457224575e-05,-0.2197487788570025,-6.0986778175354965,-0.35441535418090186,-8.466238138007604,0.0,0.0
90,0.200925,0.22838619153985024,0.027461191539850244,13.667384118377626,0.107295,0.11031882569648276,0.0030238256964827542,2.818235422417404,0.22542,0.2254203724208887,3.724208886835001e-07,3.724208886835001e-05,1.87264,2.070237696041137,0.19759769604113675,10.5518250192849,9.32012,9.064636010097436,-0.2554839899025634,-2.741209232312067,1.1546,1.3156372875272597,0.116978,0.11076617959142213,0.213934,0.21393367577403655,9.87022,11.87760824089255,8.54862,9.028026457973471,64.6048,64.6048,0.16103728752725965,13.947452583341386,-0.006211820408577873,-5.31024672039005,-3.242259634661515e-07,-3.242259634661515e-05,2.007388240892551,20.337826724151547,0.4794064579734716,5.607998226304031,0.0,0.0
91,0.372612,0.3129251525912458,-0.059686847408754184,-16.018498440402933,0.0585223,0.1,0.041477700000000006,70.87503396141301,0.677048,0.6770481081177828,1.0811778283770224e-07,1.0811778283770224e-05,6.36701,3.129251525912458,-3.2377584740875416,-50.852102856561274,17.0875,10.0,-7.087499999999999,-41.47768836869056,0.86443,1.2178508878803687,0.0988978,0.22425474852388744,0.197077,0.19707732098154213,8.74064,5.430658195184858,10.1115,4.459214382671058,22.2766,22.2766,0.35342088788036863,40.88484757358822,0.12535694852388746,100.0,3.209815421234552e-07,3.209815421234552e-05,-3.309981804815143,-37.86887235734617,-5.652285617328942,-55.89957590198231,0.0,0.0
92,0.625331,0.5247121474405235,-0.10061885255947645,-16.090494883425972,0.118231,0.1,-0.018230999999999997,-15.419813754429883,0.732175,0.7321754964534102,4.964534101592477e-07,4.964534101592477e-05,5.28907,5.247121474405235,-0.041948525594764696,-0.7931172322310861,8.45803,10.0,1.5419699999999992,18.23084098779502,0.619983,0.7555048941354312,0.483167,0.514003689785436,0.516662,0.5166623602250588,1.28317,1.4698433282663919,2.06968,1.9455113258378296,14.2811,14.2811,0.13552189413543125,21.858969380681607,0.030836689785435967,6.382201140689651,3.602250588929934e-07,3.602250588929934e-05,0.18667332826639194,14.547825172533019,-0.12416867416217037,-5.999414120162072,0.0,0.0
93,0.877952,1.4321594947186211,0.5542074947186212,63.12503356887634,0.0906552,0.1,0.0093448,10.3080683733531,0.454688,0.45468750017674736,-4.998232526198798e-07,-4.998232526198798e-05,9.68452,14.321594947186211,4.637074947186212,47.88130900846105,11.0308,10.0,-1.0307999999999993,-9.344743808245996,3.97534,4.38564859235365,0.544812,0.8159384084672247,0.505034,0.5050339863324298,7.29672,5.374975055521997,1.8355,1.2255827028397193,10.4424,10.4424,0.41030859235365025,10.321345906353928,0.2711264084672247,49.76513154394997,-1.3667570186726152e-08,-1.3667570186726152e-06,-1.9217449444780028,-26.337106871005094,-0.6099172971602806,-33.22894563662657,0.0,0.0
94,0.119153,0.15005077757601726,0.030897777576017263,25.931178884306117,0.0540918,0.1,0.0459082,84.8709046472848,0.27683,0.27682964057919873,-3.594208012880351e-07,-3.594208012880351e-05,2.20279,1.5005077757601726,-0.7022822242398272,-31.881487760514045,18.4871,10.0,-8.487100000000002,-45.90822789945422,0.421514,0.532667611832952,0.135955,0.377506203004148,0.605348,0.6053480935969353,3.1004,1.411016845800277,7.3554,2.6489630952872374,125.341,125.341,0.11115361183295197,26.37008778663389,0.241551203004148,100.0,9.359693531330038e-08,9.359693531330038e-06,-1.689383154199723,-54.489199916130914,-4.706436904712763,-63.98614493722658,0.0,0.0
95,0.234121,0.24487134997887014,0.010750349978870144,4.591792269326606,0.0679291,0.1,0.0320709,47.212314015642775,0.139793,0.13979302510045855,2.5100458544979887e-08,2.5100458544979887e-06,3.44656,2.4487134997887012,-0.9978465002112986,-28.951954998935133,14.7212,10.0,-4.7212,-32.07075510148629,,,,,,,,,,,50.1579,,,,,,,,,,,,,
96,0.557992,0.5078404119395207,-0.05015158806047937,-8.987868654116792,0.0568221,0.1,0.043177900000000005,75.98786387690706,0.721856,0.721855506095125,-4.939048749985631e-07,-4.9390487499856306e-05,9.81999,5.0784041193952065,-4.741585880604794,-48.285037770963044,17.5988,10.0,-7.598800000000001,-43.177943950723915,,,,,,,,,,,19.2537,,,,,,,,,,,,,
97,0.21611,0.16116112267580188,-0.05494887732419812,-25.426346455137715,0.0771842,0.14772787671267715,0.07054367671267715,91.39652508243546,0.667321,0.6673208932891527,-1.0671084738067549e-07,-1.0671084738067549e-05,2.79993,1.0909323701257256,-1.7089976298742742,-61.03715556725612,12.956,6.769203093231663,-6.186796906768336,-47.75236883890349,3.10724,10.0,0.313405,10.0,0.423274,0.42327413257077373,9.91448,1.0,3.19076,0.1,46.0927,46.0927,6.89276,100.0,9.686595,100.0,1.3257077374762005e-07,1.3257077374762005e-05,-8.91448,-89.9137423243579,-3.09076,-96.86595043187202,0.0,0.0
98,2.98562,2.9220702657486477,-0.06354973425135224,-2.128527215498029,0.768253,2.1744324626828435,1.4061794626828434,100.0,0.154376,0.15437617942544662,1.7942544661142534e-07,1.7942544661142534e-05,3.88624,1.3438312368383973,-2.5424087631616024,-65.42078623969705,1.30165,0.45989011715093087,-0.8417598828490691,-64.6686807397587,0.220655,0.2452040436699558,0.0714382,0.1095606746654026,0.710644,0.7106442393514147,3.08876,2.2380662077776257,13.9981,9.127362560097332,4.24789,4.24789,0.024549043669955806,11.125532469219282,0.03812247466540261,53.36427102782911,2.3935141468811594e-07,2.3935141468811594e-05,-0.8506937922223745,-27.541595728459782,-4.870737439902669,-34.79570398770311,0.0,0.0
99,0.342691,0.3140202481486423,-0.0286707518513577,-8.36635682038854,0.182913,0.11931437051837952,-0.06359862948162047,-34.76987938616745,0.471173,0.4711731028322287,1.0283222867668584e-07,1.0283222867668584e-05,1.87352,2.6318728145179273,0.7583528145179272,40.477433628566935,5.46709,8.381220096584737,2.9141300965847377,53.303130121961374,0.88224,0.8690354899075629,0.0909307,0.1,0.366535,0.3665345259255551,9.70233,8.690354899075627,10.9974,10.0,34.1669,34.1669,-0.013204510092437172,-1.4967027217579312,0.009069300000000002,9.973859213664914,-4.740744449227563e-07,-4.740744449227563e-05,-1.0119751009243725,-10.430227594035376,-0.9974000000000007,-9.06941640751451,0.0,0.0
