	data_type	type	sampled_tips	lambda	lambda_min	lambda_max	psi	psi_min	psi_max	upsilon	upsilon_min	upsilon_max	phi	phi_min	phi_max	p	p_min	p_max
66.tree	tree	bdct		0.253455	0.241621	0.265849	0.0577946	0.0489204	0.0682844	0.23165	0.192741	0.272919	6.18886	4.95461	7.68734	0.30726	0.30726	0.30726
66.tree	tree	real	727	0.24969557371517317			0.05683783663657362			0.2036582375359854			6.291902156102248			0.3072603099207062		
66.tree	tree	bd		0.268386	0.256897	0.280781	0.0965989	0.0853959	0.108995	0			0.0965989			0.30726	0.30726	0.30726
67.tree	tree	bd		0.0849589	0.0783996	0.0925876	0.0842022	0.077702	0.0918309	0			0.0842022			0.728027	0.728027	0.728027
67.tree	tree	bdct		0.0775548	0.0709759	0.08423	0.0531682	0.0474623	0.05889	0.657437	0.597729	0.714308	7.90897	6.73417	9.22677	0.728027	0.728027	0.728027
67.tree	tree	real	549	0.07224731695567932			0.05045651464914541			0.685271600171005			7.648435116047646			0.7280267966436753		
68.tree	tree	bd		0.130767	0.124177	0.137442	0.0536278	0.0478717	0.0593496	0			0.0536278			0.648631	0.648631	0.648631
68.tree	tree	bdct		0.129794	0.123254	0.136469	0.0502676	0.044879	0.0559894	0.0447623	0.0251792	0.0690164	5.74665	3.07091	10.3213	0.648631	0.648631	0.648631
68.tree	tree	real	892	0.12904677526510586			0.05261605645767878			0.0399984096518722			6.65192818071506			0.6486311511742284		
69.tree	tree	bd		0.517146	0.492447	0.542882	0.229632	0.209091	0.251562	0			0.229632			0.622076	0.622076	0.622076
69.tree	tree	real	970	0.4575393329700965			0.0676921971787761			0.5372495870612823			23.07067804535595			0.6220763623992362		
69.tree	tree	bdct		0.468643	0.444896	0.493427	0.104473	0.0899217	0.120683	0.548477	0.505092	0.592571	25.2513	22.4695	28.291	0.622076	0.622076	0.622076
70.tree	tree	bdct		1.63326	1.54877	1.72085	0.50038	0.437957	0.568057	0.540776	0.494831	0.587416	84.0247	74.3423	94.722	0.553073	0.553073	0.553073
70.tree	tree	bd		1.84468	1.75376	1.93797	0.989485	0.905502	1.07714	0			0.989485			0.553073	0.553073	0.553073
70.tree	tree	real	897	1.667876614684234			0.30219266544594836			0.505714253862972			78.12672337876512			0.5530729425093184		
71.tree	tree	bd		0.208409	0.193825	0.223665	0.1115	0.0985505	0.125803	0			0.1115			0.689939	0.689939	0.689939
71.tree	tree	real	518	0.21166647057385385			0.07140341356029518			0.1995562903754729			33.43478092275509			0.6899385563327375		
71.tree	tree	bdct		0.198582	0.18469	0.212885	0.0827023	0.0712129	0.0950991	0.243649	0.198917	0.292398	32.884	25.2112	42.6194	0.689939	0.689939	0.689939
72.tree	tree	bdct		4.40134	4.23697	4.5713	0.551566	0.448335	0.671663	0.330782	0.290081	0.372608	34.5473	29.5785	40.3071	0.162717	0.162717	0.162717
72.tree	tree	bd		4.68618	4.52661	4.85039	1.64365	1.45837	1.84074	0			1.64365			0.162717	0.162717	0.162717
72.tree	tree	real	852	4.469522972969947			0.49789144344238806			0.3148265898192746			29.82849001584856			0.1627172010472236		
73.tree	tree	bd		5.9693	5.73544	6.20819	1.30955	1.15301	1.47909	0			1.30955			0.453527	0.453527	0.453527
73.tree	tree	bdct		5.9985	5.75178	6.2516	0.945172	0.80871	1.09666	0.122629	0.0948464	0.153474	77.8927	57.564	106.305	0.453527	0.453527	0.453527
73.tree	tree	real	982	6.11607750819843			0.738205963686737			0.1384951655471127			58.64600533634594			0.4535267591809191		
74.tree	tree	bdct		0.174303	0.164826	0.184792	0.0778111	0.0694099	0.0863935	0.600741	0.554981	0.645969	11.6291	10.3282	13.0568	0.543137	0.543137	0.543137
74.tree	tree	bd		0.203554	0.192476	0.214995	0.144243	0.133611	0.155685	0			0.144243			0.543137	0.543137	0.543137
74.tree	tree	real	903	0.17663842296242863			0.061461244205637776			0.6137229331327326			11.25972118545973			0.5431365618092553		
75.tree	tree	real	833	0.8833279285981976			0.09097766380206233			0.0920552599995886			11.184121314558048			0.5814899471676624		
75.tree	tree	bdct		0.887457	0.845039	0.931287	0.0890032	0.0745652	0.106168	0.0886104	0.0643813	0.116201	17.9423	12.4211	25.3572	0.58149	0.58149	0.58149
75.tree	tree	bd		0.870066	0.830177	0.911038	0.117068	0.0998392	0.136139	0			0.117068			0.58149	0.58149	0.58149
76.tree	tree	bd		2.24596	2.15005	2.34587	1.66923	1.56008	1.78157	0			1.66923			0.0833651	0.0833651	0.0833651
76.tree	tree	real	929	1.2016940304238144			0.18631709242673963			0.7106963726984324			34.104355322656716			0.0833651039560112		
76.tree	tree	bdct		1.31654	1.26387	1.37083	0.459651	0.397841	0.527331	0.696636	0.650375	0.741666	33.7616	30.4101	37.4159	0.0833651	0.0833651	0.0833651
77.tree	tree	bdct		1.02006	0.969308	1.07246	0.174671	0.14957	0.203276	0.380961	0.340038	0.423278	30.0937	25.8316	35.0108	0.70089	0.70089	0.70089
77.tree	tree	bd		1.05764	1.00811	1.10908	0.345092	0.309473	0.383226	0			0.345092			0.70089	0.70089	0.70089
77.tree	tree	real	970	1.0624933133478205			0.11124163125124224			0.32479851445253			31.06139186820077			0.7008896997993621		
78.tree	tree	real	948	0.1086413775379451			0.07128964761371558			0.3549289856671481			6.3173782857453755			0.1645299764727552		
78.tree	tree	bdct		0.10647	0.101526	0.112192	0.0668497	0.0611907	0.0725714	0.357075	0.318718	0.39663	7.12116	6.15205	8.20521	0.16453	0.16453	0.16453
78.tree	tree	bd		0.133065	0.126875	0.13974	0.103696	0.0972777	0.110371	0			0.103696			0.16453	0.16453	0.16453
79.tree	tree	bd		0.210776	0.197665	0.224124	0.150777	0.139075	0.163172	0			0.150777			0.64854	0.64854	0.64854
79.tree	tree	real	767	0.16596234941321455			0.05405292342357413			0.7304899164484684			4.400100740398337			0.6485403180822206		
79.tree	tree	bdct		0.18097	0.169019	0.193365	0.0847042	0.0748951	0.0951938	0.685244	0.629033	0.738728	4.42847	3.87882	5.03755	0.64854	0.64854	0.64854
80.tree	tree	real	688	0.6859495009805535			0.07030643800295315			0.6860031722740271			19.265841147890303			0.720577294398429		
80.tree	tree	bdct		0.685406	0.642631	0.730198	0.157073	0.130858	0.186632	0.703612	0.647268	0.757448	21.0138	18.3987	23.9454	0.720577	0.720577	0.720577
80.tree	tree	bd		0.766249	0.720662	0.813896	0.382537	0.343042	0.424482	0			0.382537			0.720577	0.720577	0.720577
81.tree	tree	real	530	0.544413615235593			0.1165984695836684			0.2936813998458353			53.98751832841351			0.7121847062713133		
81.tree	tree	bdct		0.53456	0.498086	0.572686	0.14885	0.125171	0.175549	0.36905	0.317152	0.423272	59.7696	49.2707	72.138	0.712185	0.712185	0.712185
81.tree	tree	bd		0.56405	0.52666	0.603128	0.246196	0.215547	0.279567	0			0.246196			0.712185	0.712185	0.712185
82.tree	tree	bdct		0.320402	0.304182	0.337562	0.10394	0.091877	0.11729	0.391735	0.35195	0.432722	34.6718	30.175	39.6838	0.597818	0.597818	0.597818
82.tree	tree	real	926	0.296490288693021			0.09928618807782323			0.3579423723662445			32.61099383974152			0.5978181523813252		
82.tree	tree	bd		0.352803	0.335625	0.370916	0.171089	0.155807	0.187298	0			0.171089			0.597818	0.597818	0.597818
83.tree	tree	bdct		1.79999	1.7183	1.88376	0.193515	0.162682	0.228794	0.0734984	0.0488079	0.102452	17.7689	11.5256	28.1807	0.545662	0.545662	0.545662
83.tree	tree	real	889	1.7144751085423144			0.2350190522768194			0.0722470491671813			18.819451195121648			0.5456624125456078		
83.tree	tree	bd		1.7699	1.69216	1.84891	0.24382	0.209673	0.281957	0			0.24382			0.545662	0.545662	0.545662
84.tree	tree	real	755	0.4128071043748858			0.0707651374167246			0.4833350033999767			1.4987937578276986			0.410185600692556		
84.tree	tree	bd		0.488855	0.465034	0.512685	0.204334	0.182889	0.227217	0			0.204334			0.410186	0.410186	0.410186
84.tree	tree	bdct		0.450826	0.427983	0.474657	0.116494	0.0975455	0.136519	0.333635	0.276292	0.393504	2.75288	2.25034	3.38431	0.410186	0.410186	0.410186
85.tree	tree	bdct		0.22654	0.213324	0.240842	0.0951819	0.0834091	0.108532	0.473256	0.39931	0.547844	1.5194	1.24953	1.8705	0.639606	0.639606	0.639606
85.tree	tree	bd		0.249362	0.23578	0.263663	0.152662	0.139628	0.166965	0			0.152662			0.639606	0.639606	0.639606
85.tree	tree	real	836	0.22437062081584067			0.06551792030988902			0.6373522899693357			1.0304986534024405			0.6396057904479334		
86.tree	tree	real	789	0.690706825105183			0.12077480661243317			0.6644425571816125			1.2503548129344682			0.3093900908131861		
86.tree	tree	bdct		0.73918	0.705299	0.77444	0.220572	0.186263	0.257757	0.216363	0.161427	0.275288	3.40737	2.62813	4.55289	0.30939	0.30939	0.30939
86.tree	tree	bd		0.787625	0.753825	0.822883	0.327523	0.293723	0.363751	0			0.327523			0.30939	0.30939	0.30939
87.tree	tree	bdct		0.357827	0.338313	0.377847	0.112341	0.0949444	0.131413	0.632727	0.579588	0.684375	17.5363	15.4583	19.8272	0.352903	0.352903	0.352903
87.tree	tree	bd		0.447965	0.424394	0.472749	0.27141	0.247115	0.297152	0			0.27141			0.352903	0.352903	0.352903
87.tree	tree	real	689	0.35224786048404366			0.06681973046794565			0.6388069925095912			17.67890769580173			0.3529033886239343		
88.tree	tree	real	991	0.5403578953281527			0.47174428442277366			0.5642368863899689			65.04041382516598			0.2347587044663995		
88.tree	tree	bd		0.706789	0.673016	0.74205	0.687434	0.653246	0.722696	0			0.687434			0.234759	0.234759	0.234759
88.tree	tree	bdct		0.558074	0.529241	0.588575	0.485284	0.455962	0.515787	0.480263	0.437114	0.523405	72.6738	63.8603	82.5351	0.234759	0.234759	0.234759
89.tree	tree	real	872	0.6989615056830694			0.08611260041748647			0.1020787130619407			25.529165653044252			0.3700522829071013		
89.tree	tree	bdct		0.734417	0.702903	0.766818	0.0732548	0.060836	0.0875588	0.152997	0.126701	0.181948	28.2483	22.6907	34.9646	0.370052	0.370052	0.370052
89.tree	tree	bd		0.71682	0.688858	0.74541	0.125235	0.107764	0.144306	0			0.125235			0.370052	0.370052	0.370052
90.tree	tree	bd		0.425221	0.40865	0.442379	0.13798	0.122463	0.155144	0			0.13798			0.333227	0.333227	0.333227
90.tree	tree	real	906	0.41655477734395285			0.056671794501522973			0.262766328693546			11.084620363174633			0.333226808235642		
90.tree	tree	bdct		0.410431	0.392838	0.428544	0.0651827	0.0546527	0.076626	0.293943	0.257774	0.331866	12.8229	10.7991	15.1194	0.333227	0.333227	0.333227
91.tree	tree	bd		0.493725	0.469666	0.518509	0.252229	0.228677	0.277019	0			0.252229			0.396128	0.396128	0.396128
91.tree	tree	bdct		0.407946	0.386486	0.430825	0.0980839	0.082156	0.115248	0.63244	0.57809	0.685564	5.75994	5.08085	6.51244	0.396128	0.396128	0.396128
91.tree	tree	real	787	0.40800632313748425			0.05177614865100483			0.6506006572335271			5.325562584830471			0.3961279330710578		
92.tree	tree	bdct		0.597656	0.565609	0.631014	0.148906	0.126373	0.173697	0.486106	0.438635	0.534284	38.2019	33.1773	43.8462	0.519869	0.519869	0.519869
92.tree	tree	real	754	0.5934543891749792			0.10185177914888106			0.4596744522506681			39.69352201917321			0.5198687261360688		
92.tree	tree	bd		0.661671	0.627476	0.696934	0.31968	0.287937	0.354002	0			0.31968			0.519869	0.519869	0.519869
93.tree	tree	bdct		0.989115	0.926393	1.0539	0.178725	0.145402	0.216865	0.416848	0.364742	0.47038	61.8276	52.2521	72.8345	0.565043	0.565043	0.565043
93.tree	tree	bd		1.05893	0.996938	1.12275	0.371763	0.321797	0.426102	0			0.371763			0.565043	0.565043	0.565043
93.tree	tree	real	543	0.9818519552495808			0.13075103933391383			0.3351737811604057			62.840996126196984			0.5650426715181753		
94.tree	tree	bd		0.998723	0.954878	1.04445	0.527336	0.483646	0.573088	0			0.527336			0.435309	0.435309	0.435309
94.tree	tree	real	980	0.8750963130020342			0.19327045510373211			0.469898298996004			40.607650412235145			0.4353090414172578		
94.tree	tree	bdct		0.880531	0.840162	0.921503	0.256035	0.22316	0.291312	0.477139	0.434271	0.52003	37.7466	33.1631	42.8219	0.435309	0.435309	0.435309
95.tree	tree	bd		0.449047	0.426295	0.471925	0.0701791	0.0593698	0.082576	0			0.0701791			0.566726	0.566726	0.566726
95.tree	tree	real	701	0.4594135826524611			0.06363426402375569			0.0384898303743771			3.9584773892420295			0.5667260420178509		
95.tree	tree	bdct		0.451	0.428149	0.474831	0.06555	0.0549597	0.0779469	0.0241805	0.00755709	0.0470512	8.22794	3.44061	22.3168	0.566726	0.566726	0.566726
96.tree	tree	bdct		0.664324	0.628696	0.701492	0.126112	0.102654	0.152812	0.150429	0.112822	0.191912	11.29	8.22386	15.4073	0.420417	0.420417	0.420417
96.tree	tree	bd		0.668643	0.634088	0.703906	0.185988	0.158529	0.215547	0			0.185988			0.420417	0.420417	0.420417
96.tree	tree	real	563	0.6501163433700428			0.1402706922801464			0.1485477049766281			10.5953319213603			0.4204170268027069		
97.tree	tree	real	877	0.22056544969178585			0.06772405564922797			0.5831978304956484			24.623047992841418			0.6078592834337443		
97.tree	tree	bd		0.262013	0.248249	0.276315	0.163355	0.150037	0.177658	0			0.163355			0.607859	0.607859	0.607859
97.tree	tree	bdct		0.2283	0.214981	0.241648	0.0891087	0.0787835	0.100552	0.587422	0.540956	0.633353	25.8572	22.9187	29.0739	0.607859	0.607859	0.607859
98.tree	tree	real	889	0.8644735116459975			0.08895697058386122			0.1981705212386943			37.1579611608551			0.5844323394242381		
98.tree	tree	bd		0.817037	0.780379	0.855153	0.167259	0.146476	0.190143	0			0.167259			0.584432	0.584432	0.584432
98.tree	tree	bdct		0.834762	0.794865	0.876689	0.0888763	0.0744591	0.105087	0.235078	0.202939	0.26944	50.4646	41.5864	60.6392	0.584432	0.584432	0.584432
99.tree	tree	bdct		1.75875	1.66777	1.85299	1.21833	1.12323	1.3174	0.712041	0.666148	0.756472	341.746	307.851	378.155	0.213395	0.213395	0.213395
99.tree	tree	bd		2.5339	2.41331	2.65851	2.27306	2.1477	2.40247	0			2.27306			0.213395	0.213395	0.213395
99.tree	tree	real	943	1.612193021545491			0.9604369686180539			0.7278052001086555			361.8629222887725			0.2133952929862886		
