	data_type	type	sampled_tips	lambda	lambda_min	lambda_max	psi	psi_min	psi_max	upsilon	upsilon_min	upsilon_max	phi	phi_min	phi_max	p	p_min	p_max
16.tree	tree	real	820	0.2671356804927257			0.06836763401225956			0.1001969109486621			1.5623490882374969			0.6757941971896877		
16.tree	tree	bd		0.273801	0.259948	0.288102	0.0917707	0.0811335	0.103214	0			0.0917707			0.675794	0.675794	0.675794
17.tree	tree	real	666	0.5480088566593045			0.059608550515672404			0.4500437042561747			16.88383269925889			0.5722770259394107		
17.tree	tree	bd		0.596847	0.564843	0.630206	0.210711	0.186136	0.237409	0			0.210711			0.572277	0.572277	0.572277
17.tree	tree	bdct		0.558533	0.526409	0.591893	0.0912576	0.0750394	0.109376	0.461168	0.410728	0.512736	17.78	15.2104	20.6577	0.572277	0.572277	0.572277
18.tree	tree	bdct		0.351866	0.334734	0.369026	0.106012	0.0912445	0.122222	0.428539	0.375809	0.482114	3.621	3.0704	4.27292	0.330349	0.330349	0.330349
18.tree	tree	bd		0.40939	0.391044	0.428455	0.208301	0.189677	0.227371	0			0.208301			0.330349	0.330349	0.330349
18.tree	tree	real	844	0.33507910214861497			0.06968058635551225			0.5134729367463317			2.46828287773097			0.3303486200106418		
19.tree	tree	bdct		0.401481	0.388184	0.414827	0.0584826	0.0486028	0.069926	0.365796	0.330074	0.402337	12.9934	11.39	14.7676	0.111103	0.111103	0.111103
19.tree	tree	bd		0.456392	0.441271	0.472597	0.199851	0.180432	0.220827	0			0.199851			0.111103	0.111103	0.111103
19.tree	tree	real	984	0.39422420122174273			0.062355568956269126			0.2900734887649529			13.42210013227051			0.1111031039405119		
20.tree	tree	real	584	2.288692844496107			0.39034492365877743			0.3115958979487918			83.74733857922355			0.3774065217050605		
20.tree	tree	bd		2.59731	2.46547	2.73238	0.972926	0.850486	1.1044	0			0.972926			0.377407	0.377407	0.377407
20.tree	tree	bdct		2.42475	2.2922	2.56175	0.429434	0.349102	0.520947	0.380702	0.330884	0.432714	85.3951	71.2809	102.167	0.377407	0.377407	0.377407
21.tree	tree	real	506	0.17845962532382253			0.12025852987962475			0.7116535233798638			59.30885728613088			0.6692670292840533		
21.tree	tree	bd		0.211969	0.195487	0.230085	0.206455	0.189601	0.224571	0			0.206455			0.669267	0.669267	0.669267
21.tree	tree	bdct		0.189581	0.174111	0.20579	0.130545	0.117388	0.144849	0.640476	0.580431	0.698056	65.3492	55.9343	75.7637	0.669267	0.669267	0.669267
22.tree	tree	real	770	0.4783996472397974			0.05773965667427646			0.7439841501704392			27.798053104073276			0.0841617474385516		
22.tree	tree	bdct		0.507025	0.484293	0.530854	0.186282	0.158779	0.215841	0.750699	0.702314	0.796469	26.6988	23.9327	29.7078	0.0841617	0.0841617	0.0841617
22.tree	tree	bd		0.889503	0.846987	0.933333	0.681439	0.63426	0.730044	0			0.681439			0.0841617	0.0841617	0.0841617
23.tree	tree	bdct		1.07682	1.01904	1.13684	0.130581	0.103754	0.163002	0.305497	0.260746	0.352973	55.5361	45.8029	67.2508	0.333613	0.333613	0.333613
23.tree	tree	real	553	1.0828062033159809			0.11657597529344682			0.2610863840473383			55.218802347315865			0.3336128722003998		
23.tree	tree	bd		1.08583	1.03339	1.13918	0.305811	0.260566	0.355387	0			0.305811			0.333613	0.333613	0.333613
24.tree	tree	real	775	0.33864934463294405			0.059519965594447			0.073116933746491			6.158366931459946			0.4332449751925232		
24.tree	tree	bd		0.336745	0.321662	0.351998	0.0754337	0.0649665	0.0868769	0			0.0754337			0.433245	0.433245	0.433245
24.tree	tree	bdct		0.336151	0.320441	0.352358	0.0607683	0.0514295	0.0712581	0.0872239	0.0626925	0.115748	9.84097	6.60743	14.3299	0.433245	0.433245	0.433245
25.tree	tree	real	948	1.2390588111336374			0.16207196913453673			0.440716370653607			48.13671406486137			0.1922287372703588		
25.tree	tree	bd		1.5037	1.44647	1.56274	0.759439	0.695001	0.827099	0			0.759439			0.192229	0.192229	0.192229
25.tree	tree	bdct		1.25383	1.20673	1.30241	0.241402	0.2029	0.284307	0.490631	0.449426	0.53142	44.8917	39.9174	50.3283	0.192229	0.192229	0.192229
26.tree	tree	bdct		1.017	0.973345	1.06178	0.28365	0.24335	0.32846	0.440986	0.397921	0.485205	116.904	102.077	133.355	0.206332	0.206332	0.206332
26.tree	tree	bd		1.22917	1.1764	1.28442	0.663647	0.604759	0.725595	0			0.663647			0.206332	0.206332	0.206332
26.tree	tree	real	779	1.0081214791661646			0.23329874318557753			0.4524378058181871			105.24268002871533			0.2063319205866556		
27.tree	tree	real	892	1.3131306954938913			0.23746282609315406			0.603701090994773			49.71011868109963			0.4948993332310642		
27.tree	tree	bdct		1.34349	1.27532	1.41397	0.436509	0.38122	0.496564	0.568996	0.521209	0.616979	52.1187	45.7376	59.2332	0.494899	0.494899	0.494899
27.tree	tree	bd		1.56295	1.48745	1.64103	0.893542	0.819454	0.97072	0			0.893542			0.494899	0.494899	0.494899
28.tree	tree	real	898	0.2641895682870229			0.05198001914398993			0.2920499103212192			20.223814358976743			0.5502717511189453		
28.tree	tree	bdct		0.256295	0.24333	0.269643	0.0633299	0.0545648	0.0728661	0.33381	0.295343	0.373495	19.0808	16.1968	22.4139	0.550272	0.550272	0.550272
28.tree	tree	bd		0.27355	0.260775	0.286898	0.108766	0.0978211	0.120209	0			0.108766			0.550272	0.550272	0.550272
29.tree	tree	bd		0.389178	0.369466	0.410151	0.200926	0.17984	0.222856	0			0.200926			0.285247	0.285247	0.285247
29.tree	tree	bdct		0.330779	0.313388	0.348893	0.0981793	0.082995	0.115344	0.404277	0.354533	0.455472	11.7411	9.92602	13.816	0.285247	0.285247	0.285247
29.tree	tree	real	627	0.31754596738180196			0.08528196021691961			0.4490833496033449			12.0293024791896			0.2852469587506416		
30.tree	tree	bd		0.394881	0.377956	0.412993	0.204634	0.184748	0.22561	0			0.204634			0.188449	0.188449	0.188449
30.tree	tree	bdct		0.330521	0.317006	0.344821	0.0759455	0.0630643	0.0902496	0.431925	0.388058	0.476306	25.4082	22.1571	28.9992	0.188449	0.188449	0.188449
30.tree	tree	real	756	0.3339018813492292			0.07089686673401331			0.4106720734854294			28.188130533678134			0.1884494675024285		
31.tree	tree	bd		4.24972	4.03552	4.46908	1.16748	1.01199	1.33799	0			1.16748			0.544429	0.544429	0.544429
31.tree	tree	real	676	4.204986108660943			0.7579807903762306			0.1922001961947584			103.69938513791395			0.5444288088394068		
31.tree	tree	bdct		4.27402	4.0466	4.50762	0.72296	0.601693	0.861142	0.201922	0.164851	0.24245	111.429	87.5643	141.478	0.544429	0.544429	0.544429
32.tree	tree	bdct		0.349273	0.333628	0.36548	0.0649469	0.0549552	0.0763902	0.160804	0.131281	0.192765	32.7526	25.7781	41.3276	0.350704	0.350704	0.350704
32.tree	tree	bd		0.354249	0.33907	0.369502	0.0985869	0.0856261	0.112891	0			0.0985869			0.350704	0.350704	0.350704
32.tree	tree	real	747	0.3365084409362581			0.06215915022977651			0.1301166274693666			29.922171412992157			0.3507042675782819		
33.tree	tree	bdct		0.469669	0.450446	0.488733	0.125065	0.102772	0.149857	0.213939	0.177169	0.253857	31.834	25.4593	39.3884	0.124297	0.124297	0.124297
33.tree	tree	real	573	0.46074608942821943			0.12518586639552312			0.2092314731686695			30.314536529302842			0.1242965116586582		
33.tree	tree	bd		0.51307	0.490567	0.536899	0.229942	0.201324	0.260452	0			0.229942			0.124297	0.124297	0.124297
34.tree	tree	real	832	0.5628156038372878			0.12761420419000602			0.3346867644234151			17.291234253024495			0.7296710524883339		
34.tree	tree	bd		0.595224	0.563888	0.62763	0.241743	0.216352	0.268439	0			0.241743			0.729671	0.729671	0.729671
34.tree	tree	bdct		0.574668	0.543296	0.607074	0.148601	0.128421	0.170532	0.329299	0.285564	0.374493	17.6389	14.5977	21.3017	0.729671	0.729671	0.729671
35.tree	tree	real	984	0.5091578926421797			0.05721280987518015			0.3328994120244608			24.34509159739749			0.437828017778322		
35.tree	tree	bdct		0.505455	0.482794	0.528332	0.0665292	0.0557783	0.0789262	0.37671	0.339186	0.415057	26.2234	22.9808	29.8125	0.437828	0.437828	0.437828
35.tree	tree	bd		0.515854	0.49524	0.536824	0.165875	0.148486	0.184945	0			0.165875			0.437828	0.437828	0.437828
36.tree	tree	bd		0.10791	0.102063	0.113631	0.0854694	0.0795302	0.0921446	0			0.0854694			0.287319	0.287319	0.287319
36.tree	tree	real	794	0.08386589380844149			0.05008704053566248			0.5820460787924109			2.280549923484912			0.2873192003764305		
36.tree	tree	bdct		0.0850155	0.0797646	0.0907371	0.0506963	0.0452607	0.056418	0.519487	0.46977	0.570166	2.69661	2.34584	3.08497	0.287319	0.287319	0.287319
37.tree	tree	real	869	3.6381025912584555			0.40029655511434936			0.090904227794781			122.4176172163498			0.5897003426685494		
37.tree	tree	bd		3.6721	3.50719	3.84123	0.514545	0.442829	0.594613	0			0.514545			0.5897	0.5897	0.5897
37.tree	tree	bdct		3.75487	3.57891	3.93539	0.381121	0.320985	0.44976	0.09965	0.0762948	0.126027	131.651	95.0503	180.246	0.5897	0.5897	0.5897
38.tree	tree	real	783	0.3169404532871098			0.12457509648913387			0.1642448537520583			59.993671963048264			0.6208768810320039		
38.tree	tree	bd		0.338623	0.320159	0.35769	0.169268	0.152836	0.186431	0			0.169268			0.620877	0.620877	0.620877
38.tree	tree	bdct		0.328159	0.310268	0.347227	0.136373	0.121038	0.152583	0.161894	0.132171	0.194633	62.5792	49.0162	79.4936	0.620877	0.620877	0.620877
39.tree	tree	bdct		0.463471	0.442696	0.485396	0.106327	0.0898694	0.125398	0.659165	0.612818	0.704432	24.0103	21.5199	26.7334	0.263221	0.263221	0.263221
39.tree	tree	real	864	0.43313625115275345			0.06411772674792977			0.6726161809004818			23.381412694231962			0.2632208684615926		
39.tree	tree	bd		0.593423	0.567389	0.62011	0.332292	0.304469	0.361846	0			0.332292			0.263221	0.263221	0.263221
40.tree	tree	bdct		0.223755	0.208092	0.239964	0.0842319	0.0712269	0.0985358	0.630338	0.569397	0.690263	12.597	10.7711	14.6785	0.469628	0.469628	0.469628
40.tree	tree	bd		0.26945	0.252147	0.287565	0.173666	0.156804	0.191783	0			0.173666			0.469628	0.469628	0.469628
40.tree	tree	real	540	0.22040591497213202			0.06169959766886181			0.6181794822386447			12.240388571474718			0.4696282869064848		
41.tree	tree	bd		0.452814	0.42634	0.480458	0.154044	0.134914	0.175022	0			0.154044			0.687005	0.687005	0.687005
41.tree	tree	bdct		0.443811	0.417	0.471455	0.109559	0.0925965	0.127677	0.203916	0.164885	0.245897	21.881	16.9185	28.3255	0.687005	0.687005	0.687005
41.tree	tree	real	630	0.42989502844545013			0.11852898657687046			0.1621477680447768			20.776349346359016			0.6870052034556642		
42.tree	tree	bd		0.5054	0.478801	0.53209	0.27587	0.251175	0.301612	0			0.27587			0.527875	0.527875	0.527875
42.tree	tree	bdct		0.431038	0.40668	0.455823	0.121256	0.104345	0.140327	0.648804	0.599384	0.696819	27.0399	23.9348	30.4632	0.527875	0.527875	0.527875
42.tree	tree	real	804	0.43619710008854523			0.06079111169107999			0.6419081377225402			25.545211063644814			0.5278749613316022		
43.tree	tree	bdct		0.22813	0.217483	0.239572	0.0558554	0.0481413	0.064438	0.0614779	0.0317	0.0963059	1.96639	1.20154	3.41739	0.602373	0.602373	0.602373
43.tree	tree	real	913	0.22743587260466416			0.051448946382918546			0.0770398081150073			1.4042082002910468			0.6023731470324237		
43.tree	tree	bd		0.228752	0.218076	0.240193	0.0627953	0.0550709	0.0713778	0			0.0627953			0.602373	0.602373	0.602373
44.tree	tree	bd		0.875057	0.834939	0.916029	0.333358	0.299603	0.369586	0			0.333358			0.561122	0.561122	0.561122
44.tree	tree	real	924	0.7927390047013455			0.15607521735691604			0.29097572921856			66.23684291945129			0.5611223949953634		
44.tree	tree	bdct		0.82943	0.789788	0.870404	0.186838	0.161431	0.21449	0.325956	0.289668	0.364134	70.7949	61.0167	81.7476	0.561122	0.561122	0.561122
45.tree	tree	bd		0.884665	0.845832	0.924684	0.331274	0.293215	0.372268	0			0.331274			0.335234	0.335234	0.335234
45.tree	tree	bdct		0.841295	0.801906	0.882269	0.138271	0.113605	0.165924	0.352501	0.309127	0.397396	21.8327	18.4475	25.6994	0.335234	0.335234	0.335234
45.tree	tree	real	736	0.8570836681604206			0.11051875962292236			0.3152117638037376			22.451622318357263			0.3352341412867987		
46.tree	tree	bd		0.256196	0.243237	0.269544	0.129043	0.116539	0.142392	0			0.129043			0.347201	0.347201	0.347201
46.tree	tree	bdct		0.227935	0.216411	0.24033	0.0738746	0.0636266	0.0853179	0.34193	0.299189	0.386273	16.4894	13.9583	19.382	0.347201	0.347201	0.347201
46.tree	tree	real	730	0.2213760347239779			0.06598836389128551			0.3168091896760404			16.766821763264787			0.3472012169156004		
47.tree	tree	real	942	0.30185349797942623			0.13558756278330333			0.1978971163929203			67.17754906549511			0.3704589844748517		
47.tree	tree	bd		0.341989	0.326671	0.357243	0.183207	0.167548	0.199416	0			0.183207			0.370459	0.370459	0.370459
47.tree	tree	bdct		0.316391	0.302223	0.330692	0.131043	0.117328	0.145347	0.220121	0.189167	0.25287	64.9814	54.1837	77.5563	0.370459	0.370459	0.370459
48.tree	tree	bd		0.190819	0.180438	0.202261	0.121904	0.111513	0.132393	0			0.121904			0.701915	0.701915	0.701915
48.tree	tree	bdct		0.190124	0.179781	0.201566	0.119269	0.109106	0.129759	0.0203012	0.00951674	0.035609	47.5447	22.3509	91.4542	0.701915	0.701915	0.701915
48.tree	tree	real	883	0.18345794261696727			0.11592741513057604			0.0286492606268592			32.2210843650627			0.7019153357540694		
49.tree	tree	bd		0.447917	0.430459	0.466028	0.209595	0.18841	0.231525	0			0.209595			0.129796	0.129796	0.129796
49.tree	tree	bdct		0.386829	0.372511	0.401128	0.0749302	0.0616459	0.0901879	0.364815	0.322063	0.408856	2.92881	2.5128	3.41031	0.129796	0.129796	0.129796
49.tree	tree	real	824	0.3992630911512837			0.04933553174215216			0.4248804728836741			2.3339987732307277			0.1297961111710979		
50.tree	tree	bdct		0.362993	0.341782	0.384919	0.159812	0.136859	0.184604	0.584724	0.527622	0.6415	12.3465	10.6601	14.2426	0.218519	0.218519	0.218519
50.tree	tree	bd		0.498589	0.470406	0.528139	0.358601	0.327869	0.391014	0			0.358601			0.218519	0.218519	0.218519
50.tree	tree	real	585	0.33565728303790204			0.13030069363037236			0.5734957328454655			12.359829535526652			0.2185194646470623		
51.tree	tree	real	553	0.1021548221290386			0.05352403027835474			0.1306384077408744			4.988168317729711			0.412441606148531		
51.tree	tree	bd		0.103239	0.0968492	0.109914	0.0579188	0.0516933	0.0645942	0			0.0579188			0.412442	0.412442	0.412442
51.tree	tree	bdct		0.098169	0.092096	0.104844	0.0471898	0.0406944	0.0538652	0.143935	0.107951	0.184899	4.46287	3.13389	6.20163	0.412442	0.412442	0.412442
52.tree	tree	bdct		0.907582	0.877481	0.939025	0.236663	0.203523	0.272894	0.318149	0.283973	0.354106	58.154	50.4039	66.7659	0.137231	0.137231	0.137231
52.tree	tree	bd		1.05576	1.01765	1.09482	0.530093	0.483074	0.579657	0			0.530093			0.137231	0.137231	0.137231
52.tree	tree	real	961	0.8781575859613878			0.25677256125236			0.2655575244062242			56.15028027906367			0.137231476959295		
53.tree	tree	real	558	0.26103108327413627			0.17457184567334777			0.7325538298825692			72.71309019179547			0.3575978085209548		
53.tree	tree	bdct		0.278693	0.259168	0.299668	0.18981	0.170634	0.210787	0.661765	0.60231	0.7199	77.5882	67.1748	89.3211	0.357598	0.357598	0.357598
53.tree	tree	bd		0.357996	0.334289	0.382782	0.324425	0.299789	0.350166	0			0.324425			0.357598	0.357598	0.357598
54.tree	tree	bd		0.33233	0.315505	0.34949	0.18804	0.171967	0.205203	0			0.18804			0.511169	0.511169	0.511169
54.tree	tree	real	870	0.28518050658099975			0.09115703134630593			0.388301809889492			44.10421738937637			0.5111693927233532		
54.tree	tree	bdct		0.296164	0.280599	0.312372	0.108278	0.0957068	0.121628	0.420275	0.378412	0.462735	42.1516	36.6204	48.3853	0.511169	0.511169	0.511169
55.tree	tree	bd		2.691	2.58789	2.79657	0.390148	0.336184	0.450206	0			0.390148			0.374766	0.374766	0.374766
55.tree	tree	real	932	2.7565942947440782			0.3452399101581878			0.0423867227973246			3.836191315366116			0.3747662031692342		
55.tree	tree	bdct		2.69681	2.59282	2.80333	0.379283	0.325348	0.439342	0.00769335	1e-06	0.020291	96.8865	18.2617	1140.48	0.374766	0.374766	0.374766
56.tree	tree	real	627	0.5534534145357941			0.06403708924817908			0.0279755443101692			7.550405637063467			0.3663438921946932		
56.tree	tree	bd		0.575883	0.548935	0.603524	0.077281	0.0635743	0.0925386	0			0.077281			0.366344	0.366344	0.366344
56.tree	tree	bdct		0.578345	0.550718	0.606939	0.0705104	0.0574772	0.0857682	0.0256155	0.0104069	0.0475011	13.834	5.4096	34.5759	0.366344	0.366344	0.366344
57.tree	tree	real	739	0.8145834208098077			0.11916372078763425			0.5047451118006487			3.339761485851229			0.2029085953664419		
57.tree	tree	bd		0.92653	0.887665	0.9675	0.440955	0.395413	0.488618	0			0.440955			0.202909	0.202909	0.202909
57.tree	tree	bdct		0.810966	0.776163	0.846223	0.196093	0.161799	0.235186	0.369564	0.316872	0.423742	4.60613	3.88826	5.46759	0.202909	0.202909	0.202909
58.tree	tree	bd		0.791264	0.748046	0.836051	0.399264	0.359593	0.441209	0			0.399264			0.581514	0.581514	0.581514
58.tree	tree	real	719	0.7002142280655379			0.07861687911425491			0.6936203698235224			25.605609794290203			0.5815143420438884		
58.tree	tree	bdct		0.690637	0.649555	0.733523	0.167004	0.140418	0.196563	0.67002	0.615712	0.722869	26.2742	23.1391	29.7571	0.581514	0.581514	0.581514
59.tree	tree	bdct		0.546163	0.511025	0.583336	0.326673	0.291053	0.363854	0.106187	0.0763222	0.141975	101.49	69.5268	151.294	0.419815	0.419815	0.419815
59.tree	tree	bd		0.565205	0.52884	0.60333	0.368046	0.331484	0.407132	0			0.368046			0.419815	0.419815	0.419815
59.tree	tree	real	501	0.5594901692705038			0.32781336168411945			0.1045839161710206			157.84645166407975			0.4198146633238988		
60.tree	tree	real	565	0.5973123949814285			0.19280219183406108			0.5035872854362302			38.2455488159286			0.0651857633107175		
60.tree	tree	bd		0.923775	0.875113	0.975226	0.640027	0.583238	0.70007	0			0.640027			0.0651858	0.0651858	0.0651858
60.tree	tree	bdct		0.616493	0.588243	0.646039	0.218117	0.182496	0.257209	0.501144	0.448289	0.554732	47.7955	41.1182	55.2472	0.0651858	0.0651858	0.0651858
61.tree	tree	bd		0.595904	0.565694	0.62831	0.330676	0.293329	0.369763	0			0.330676			0.120551	0.120551	0.120551
61.tree	tree	bdct		0.469287	0.447336	0.491211	0.0999189	0.0790532	0.123758	0.481396	0.426863	0.536599	23.6786	20.2745	27.4866	0.120551	0.120551	0.120551
61.tree	tree	real	515	0.4437533135869828			0.060591419936887256			0.4822921069406961			23.771904896110595			0.1205512255430452		
62.tree	tree	bdct		0.536098	0.515718	0.557067	0.100199	0.0862495	0.115457	0.126863	0.103076	0.153296	35.6366	27.9349	45.0237	0.329258	0.329258	0.329258
62.tree	tree	bd		0.540585	0.520561	0.560601	0.141203	0.124773	0.159321	0			0.141203			0.329258	0.329258	0.329258
62.tree	tree	real	962	0.5455105386676237			0.10211947902540283			0.0984089717758537			36.34696290445442			0.3292579356113082		
63.tree	tree	bdct		0.252992	0.240196	0.266341	0.0724263	0.061824	0.0848232	0.536451	0.489302	0.58353	23.4967	20.6888	26.5998	0.30873	0.30873	0.30873
63.tree	tree	real	760	0.2456430990017811			0.05170966095693766			0.5182296871207984			23.710068752913898			0.3087299737952377		
63.tree	tree	bd		0.308735	0.293709	0.323989	0.174014	0.157794	0.191177	0			0.174014			0.30873	0.30873	0.30873
64.tree	tree	bd		3.03325	2.85854	3.2139	1.27733	1.12028	1.44591	0			1.27733			0.510706	0.510706	0.510706
64.tree	tree	bdct		2.86782	2.69424	3.04659	0.645521	0.532227	0.774184	0.370182	0.319571	0.422462	136.261	113.037	162.905	0.510706	0.510706	0.510706
64.tree	tree	real	554	2.876871762102741			0.40012155873772154			0.3391640820477578			130.54789760510025			0.510706317723017		
65.tree	tree	real	502	3.558882604054884			0.37054799328655114			0.4741144746530747			9.866968050235355			0.1785000782856275		
65.tree	tree	bdct		3.81473	3.62665	4.00663	0.833046	0.651848	1.04459	0.32764	0.267488	0.390674	20.881	16.7086	26.221	0.1785	0.1785	0.1785
65.tree	tree	bd		4.29308	4.08508	4.50959	1.86856	1.62964	2.12366	0			1.86856			0.1785	0.1785	0.1785
