	data_type	type	sampled_tips	lambda	lambda_min	lambda_max	psi	psi_min	psi_max	upsilon	upsilon_min	upsilon_max	phi	phi_min	phi_max	p	p_min	p_max
6.tree	tree	bdct		1.43456	1.36666	1.50503	0.279684	0.23233	0.333075	0.315203	0.272724	0.360009	51.8491	43.0485	62.1596	0.305172	0.305172	0.305172
7.tree	tree	real	589	0.8291208265094129			0.14084835596422973			0.1082499579166572			39.5141108355342			0.7440161970499192		
7.tree	tree	bdct		0.806422	0.756083	0.857879	0.177318	0.14908	0.208784	0.110784	0.0787611	0.148125	36.1885	24.8556	51.3493	0.744016	0.744016	0.744016
7.tree	tree	bd		0.821575	0.771892	0.873031	0.212378	0.181827	0.245749	0			0.212378			0.744016	0.744016	0.744016
8.tree	tree	bdct		0.473947	0.452701	0.496824	0.154043	0.129532	0.181695	0.530204	0.478426	0.581588	15.0452	13.1482	17.1397	0.0626157	0.0626157	0.0626157
8.tree	tree	bd		0.769075	0.730821	0.809098	0.529586	0.485193	0.575338	0			0.529586			0.0626157	0.0626157	0.0626157
8.tree	tree	real	635	0.41846430859110606			0.059965318036625054			0.4639320163679434			15.84064754456554			0.0626156592005291		
9.tree	tree	bdct		0.853791	0.808819	0.900481	0.509743	0.466023	0.555496	0.0492346	0.0276949	0.0761606	39.293	21.0331	72.4454	0.555708	0.555708	0.555708
9.tree	tree	bd		0.86384	0.819181	0.91053	0.539081	0.494942	0.585786	0			0.539081			0.555708	0.555708	0.555708
9.tree	tree	real	849	0.8737918920623275			0.4550033666903839			0.0635289833736386			36.74482506816884			0.5557081099626983		
10.tree	tree	bd		1.59782	1.51673	1.68351	1.08047	0.984537	1.18049	0			1.08047			0.0751328	0.0751328	0.0751328
10.tree	tree	real	612	0.9764076041279703			0.2603742551112972			0.4095925136972721			43.26521351085628			0.075132848234104		
10.tree	tree	bdct		1.09159	1.0426	1.14303	0.386985	0.325921	0.453716	0.432928	0.383886	0.482768	46.553	40.0791	53.7645	0.0751328	0.0751328	0.0751328
11.tree	tree	bd		0.185438	0.176072	0.194973	0.119188	0.108108	0.130631	0			0.119188			0.0953867	0.0953867	0.0953867
11.tree	tree	real	658	0.15095590118386132			0.06817322678073298			0.1774030840102232			14.691898677484838			0.0953867052608018		
11.tree	tree	bdct		0.155633	0.14778	0.164215	0.0795875	0.070378	0.0891234	0.210739	0.175341	0.249277	14.6804	11.9943	17.8524	0.0953867	0.0953867	0.0953867
12.tree	tree	bdct		0.554124	0.530897	0.577953	0.143276	0.125492	0.162347	0.177217	0.149527	0.20775	63.4236	51.4931	77.6561	0.399931	0.399931	0.399931
12.tree	tree	real	942	0.5381775799406256			0.131978029686276			0.1456072991111921			51.864642007537206			0.3999305096444861		
12.tree	tree	bd		0.575075	0.551529	0.598903	0.205749	0.184154	0.228632	0			0.205749			0.399931	0.399931	0.399931
13.tree	tree	bd		0.551579	0.522007	0.582079	0.291886	0.265184	0.320488	0			0.291886			0.547241	0.547241	0.547241
13.tree	tree	real	758	0.47822403020230625			0.08529444098531441			0.4991727699402879			16.402103268705705			0.5472409369051439		
13.tree	tree	bdct		0.48099	0.452866	0.509586	0.164684	0.143584	0.187568	0.474127	0.424122	0.524455	19.384	16.7795	22.2989	0.547241	0.547241	0.547241
14.tree	tree	bdct		0.49761	0.471421	0.5243	0.194283	0.170123	0.220027	0.627604	0.575508	0.679245	15.9369	14.1326	17.9224	0.237949	0.237949	0.237949
14.tree	tree	bd		0.68696	0.654135	0.720315	0.46525	0.428981	0.502426	0			0.46525			0.237949	0.237949	0.237949
14.tree	tree	real	805	0.4181342875613228			0.0554906258246606			0.636152033840289			14.203452167684333			0.2379494291744178		
15.tree	tree	bdct		1.11531	1.05165	1.18104	0.418115	0.369234	0.470545	0.650678	0.601115	0.699119	58.2577	51.7454	65.4839	0.617506	0.617506	0.617506
15.tree	tree	bd		1.32453	1.25473	1.39691	0.801573	0.736683	0.86923	0			0.801573			0.617506	0.617506	0.617506
15.tree	tree	real	874	1.0790288624436368			0.14729414312593953			0.6649916671907148			53.972460355871576			0.6175063587391171		
16.tree	tree	bdct		0.240134	0.227056	0.253482	0.120519	0.106513	0.135776	0.672052	0.62086	0.722013	19.2215	17.1469	21.4743	0.0856347	0.0856347	0.0856347
16.tree	tree	real	751	0.19230843272861362			0.056772123021729154			0.7244633036774619			20.040867574768203			0.0856346551536333		
16.tree	tree	bd		0.430897	0.409906	0.452822	0.345335	0.322469	0.369168	0			0.345335			0.0856347	0.0856347	0.0856347
17.tree	tree	real	849	0.42483776838694187			0.05846719329691422			0.0213201789345725			23.034485200835626			0.743022814790127		
17.tree	tree	bd		0.418472	0.397272	0.440397	0.069497	0.0598646	0.0799867	0			0.069497			0.743023	0.743023	0.743023
17.tree	tree	bdct		0.419098	0.397866	0.441023	0.0639926	0.05415	0.0744823	0.0379574	0.0219446	0.0576868	28.3277	15.5544	50.8197	0.743023	0.743023	0.743023
18.tree	tree	bdct		0.723665	0.679204	0.770362	0.304385	0.261129	0.352055	0.686862	0.625823	0.745575	30.5244	26.777	34.662	0.119746	0.119746	0.119746
18.tree	tree	bd		1.22785	1.16136	1.29739	0.907648	0.834159	0.984825	0			0.907648			0.119746	0.119746	0.119746
18.tree	tree	real	559	0.5498841449645631			0.0866020076303771			0.7304702083815736			29.13964392569732			0.1197457761850925		
19.tree	tree	bdct		0.0518307	0.0478596	0.0565989	0.0466239	0.0423467	0.0504384	0.300221	0.252725	0.350791	16.5386	13.4095	20.2172	0.423896	0.423896	0.423896
19.tree	tree	bd		0.0579385	0.0534902	0.0627066	0.0578211	0.0533819	0.0625892	0			0.0578211			0.423896	0.423896	0.423896
19.tree	tree	real	551	0.05010758023039506			0.048432252749475733			0.3307439101213142			18.771633633427406			0.4238960361867172		
20.tree	tree	real	827	0.2205025549300421			0.0697931590775016			0.4120072852207154			33.41999262886399			0.4511975881815541		
20.tree	tree	bd		0.262791	0.249497	0.276139	0.149961	0.136578	0.164264	0			0.149961			0.451198	0.451198	0.451198
20.tree	tree	bdct		0.226831	0.214481	0.239226	0.0842928	0.0738812	0.0957359	0.441219	0.39727	0.485965	34.5208	29.9972	39.5235	0.451198	0.451198	0.451198
21.tree	tree	real	581	7.222831391173712			0.9348218481428634			0.6233008136806678			211.9554743847444			0.0927345535053023		
21.tree	tree	bd		13.4315	12.7101	14.1879	9.72554	8.8928	10.5925	0			9.72554			0.0927346	0.0927346	0.0927346
21.tree	tree	bdct		8.23756	7.8213	8.67263	2.887	2.42549	3.39859	0.606802	0.549322	0.663631	243.861	212.575	278.683	0.0927346	0.0927346	0.0927346
22.tree	tree	real	968	0.2081568816762714			0.12003814695383437			0.4159748522879649			20.48268871432556			0.375828229715593		
22.tree	tree	bdct		0.214466	0.202792	0.225908	0.14541	0.134128	0.157806	0.392347	0.350967	0.434479	19.7202	17.0549	22.7748	0.375828	0.375828	0.375828
22.tree	tree	bd		0.252767	0.239982	0.266115	0.208862	0.195871	0.222211	0			0.208862			0.375828	0.375828	0.375828
23.tree	tree	bdct		0.5872	0.558577	0.616746	0.155087	0.133419	0.178925	0.426664	0.381664	0.472015	29.0772	25.2227	33.4309	0.390795	0.390795	0.390795
23.tree	tree	real	815	0.57705629674101			0.09518580914880974			0.3422239608308527			31.644481080700093			0.3907948903018124		
23.tree	tree	bd		0.674695	0.643773	0.706145	0.312736	0.282293	0.345151	0			0.312736			0.390795	0.390795	0.390795
24.tree	tree	real	760	0.739999027816815			0.09213088594627425			0.1559412463302512			15.546655578216964			0.6803638448302438		
24.tree	tree	bd		0.746572	0.708711	0.785643	0.157999	0.136535	0.181837	0			0.157999			0.680364	0.680364	0.680364
24.tree	tree	bdct		0.740811	0.701075	0.781788	0.109777	0.0919309	0.129802	0.173429	0.138879	0.211367	18.7277	14.3683	24.3145	0.680364	0.680364	0.680364
25.tree	tree	real	550	0.6630189504352862			0.10020910569583555			0.7404988017812203			5.10517322700908			0.7371926231525636		
25.tree	tree	bd		0.773062	0.718776	0.829285	0.488559	0.439994	0.540033	0			0.488559			0.737193	0.737193	0.737193
25.tree	tree	bdct		0.655972	0.361746	1.17348	0.384929	0.0812352	0.72526	0.375999	0.0447977	0.990859	1.75058	1.51308	84.9509	0.737193	0.737193	0.737193
26.tree	tree	bdct		0.353123	0.33868	0.368376	0.104331	0.0889926	0.121495	0.430135	0.38645	0.475213	11.8133	10.3223	13.4756	0.144339	0.144339	0.144339
26.tree	tree	bd		0.447876	0.428674	0.467894	0.25997	0.237209	0.283806	0			0.25997			0.144339	0.144339	0.144339
26.tree	tree	real	795	0.3377969544423315			0.06941235407537019			0.3448834976180579			11.620621044850573			0.1443388119271036		
27.tree	tree	real	744	0.21255270550674793			0.07747668264103597			0.2987618882494158			11.16498625376965			0.4985144844097685		
27.tree	tree	bdct		0.215227	0.202675	0.227622	0.0964514	0.0852657	0.108848	0.313854	0.269719	0.360089	11.6713	9.63698	14.021	0.498514	0.498514	0.498514
27.tree	tree	bd		0.236135	0.223276	0.249483	0.139822	0.12735	0.153172	0			0.139822			0.498514	0.498514	0.498514
28.tree	tree	real	716	2.3940255282606984			0.2648662562287127			0.5059574545390337			64.22861526635211			0.3041439106671811		
28.tree	tree	bdct		2.4046	2.28019	2.53303	0.738831	0.633632	0.853187	0.491077	0.439284	0.543759	68.9017	59.5784	79.5471	0.304144	0.304144	0.304144
28.tree	tree	bd		2.95716	2.81499	3.1036	1.59864	1.4512	1.75384	0			1.59864			0.304144	0.304144	0.304144
29.tree	tree	bd		1.27559	1.22456	1.32893	0.75013	0.688678	0.813978	0			0.75013			0.0779495	0.0779495	0.0779495
29.tree	tree	bdct		0.931151	0.899359	0.963546	0.230919	0.195892	0.27001	0.442581	0.401953	0.483952	51.3028	45.3206	57.907	0.0779495	0.0779495	0.0779495
29.tree	tree	real	874	0.8993566835236918			0.11310882786336589			0.3424812466220492			52.23866397136741			0.0779494951588944		
30.tree	tree	bd		0.595007	0.558462	0.633132	0.142209	0.120697	0.166048	0			0.142209			0.714957	0.714957	0.714957
30.tree	tree	bdct		0.592575	0.554446	0.631652	0.0935754	0.0762175	0.113601	0.202882	0.160879	0.248031	19.3554	14.8357	25.161	0.714957	0.714957	0.714957
30.tree	tree	real	546	0.5956819399617538			0.08033208138355717			0.151514846858993			14.636946787629649			0.7149574464888669		
31.tree	tree	bd		0.359299	0.336206	0.383132	0.15515	0.135881	0.176128	0			0.15515			0.650594	0.650594	0.650594
31.tree	tree	real	540	0.3348092039791891			0.07596560656116232			0.2997041410316147			5.880473228498816			0.6505943654588355		
31.tree	tree	bdct		0.341973	0.31933	0.365807	0.106123	0.0888761	0.125194	0.27117	0.217148	0.328821	6.60932	5.06614	8.59487	0.650594	0.650594	0.650594
32.tree	tree	bdct		0.178934	0.170593	0.187515	0.0733277	0.0648518	0.0828638	0.358075	0.316113	0.401329	9.09131	7.76028	10.6093	0.297446	0.297446	0.297446
32.tree	tree	bd		0.210403	0.200587	0.220891	0.123058	0.112568	0.133547	0			0.123058			0.297446	0.297446	0.297446
32.tree	tree	real	852	0.17162496160662755			0.05198978184501801			0.3563482356369129			7.76182423292746			0.2974462469702763		
33.tree	tree	bdct		1.00224	0.954328	1.05178	0.289487	0.250609	0.33239	0.463353	0.409054	0.517856	9.5564	8.22842	11.1201	0.391625	0.391625	0.391625
33.tree	tree	real	936	0.9008284333704154			0.12172516117097926			0.5427377151510062			6.383949606756394			0.3916248209344741		
33.tree	tree	bd		1.15777	1.1075	1.20921	0.573766	0.523985	0.626188	0			0.573766			0.391625	0.391625	0.391625
34.tree	tree	real	953	0.8367534723864495			0.12555294047711033			0.468911268510339			17.03397967495288			0.0783233939053528		
34.tree	tree	bd		1.42793	1.3708	1.48698	0.952931	0.886928	1.02153	0			0.952931			0.0783234	0.0783234	0.0783234
34.tree	tree	bdct		0.926896	0.890728	0.965007	0.304495	0.263594	0.349304	0.532595	0.488386	0.577327	17.6886	15.7896	19.7793	0.0783234	0.0783234	0.0783234
35.tree	tree	real	823	0.3621945512011449			0.061621505626967575			0.5637826042082535			23.31515978728343			0.0998716473430686		
35.tree	tree	bdct		0.436463	0.417752	0.456481	0.157985	0.136522	0.180869	0.598805	0.550854	0.64582	22.2105	19.7481	24.927	0.0998716	0.0998716	0.0998716
35.tree	tree	bd		0.679974	0.649473	0.711424	0.480967	0.446282	0.517189	0			0.480967			0.0998716	0.0998716	0.0998716
36.tree	tree	bd		0.314383	0.299081	0.33059	0.115675	0.103132	0.129025	0			0.115675			0.602565	0.602565	0.602565
36.tree	tree	real	864	0.29354324028030987			0.06381439803689123			0.3114477442814904			7.426530804114711			0.602564838519966		
36.tree	tree	bdct		0.296911	0.281306	0.313118	0.0678709	0.0584672	0.0783606	0.323004	0.281998	0.365316	9.34009	7.89853	10.9876	0.602565	0.602565	0.602565
37.tree	tree	real	642	0.44101431791117995			0.09378904632076016			0.5217746671947766			3.1889883653566153			0.6803310000623592		
37.tree	tree	bd		0.475822	0.445218	0.507278	0.304212	0.275194	0.334721	0			0.304212			0.680331	0.680331	0.680331
37.tree	tree	bdct		0.434171	0.40456	0.464675	0.197162	0.17111	0.224813	0.451266	0.379874	0.523073	4.35404	3.56176	5.34962	0.680331	0.680331	0.680331
38.tree	tree	real	794	1.5795290640187585			0.18111483682053098			0.4876148175750087			51.96303742918247			0.3435079509223224		
38.tree	tree	bd		2.10662	2.01049	2.20559	1.03201	0.936864	1.13204	0			1.03201			0.343508	0.343508	0.343508
38.tree	tree	bdct		1.73919	1.65092	1.82963	0.439827	0.376403	0.509415	0.534689	0.485606	0.583765	56.7816	50.1536	64.1364	0.343508	0.343508	0.343508
39.tree	tree	bdct		3.0391	2.89965	3.18171	0.451049	0.378092	0.533028	0.235601	0.199709	0.273672	121.204	99.1773	147.364	0.359415	0.359415	0.359415
39.tree	tree	real	771	3.171348341454724			0.32012151584766624			0.1879787050222467			125.50591784226766			0.3594147056843808		
39.tree	tree	bd		3.1033	2.97378	3.23545	0.802193	0.701262	0.911778	0			0.802193			0.359415	0.359415	0.359415
40.tree	tree	bdct		0.146133	0.138196	0.154715	0.0722584	0.0650213	0.0798873	0.430311	0.383246	0.478156	3.71721	3.18918	4.32722	0.632781	0.632781	0.632781
40.tree	tree	bd		0.161042	0.15229	0.170577	0.11061	0.102047	0.119193	0			0.11061			0.632781	0.632781	0.632781
40.tree	tree	real	940	0.13957028859051068			0.05392513068520374			0.473711968255261			3.572993944838961			0.6327812652876128		
41.tree	tree	bd		1.54168	1.48827	1.59691	0.636403	0.574352	0.701212	0			0.636403			0.175701	0.175701	0.175701
41.tree	tree	bdct		1.36731	1.31861	1.41779	0.253923	0.21638	0.295874	0.353337	0.316762	0.391228	71.6183	62.2771	82.0625	0.175701	0.175701	0.175701
41.tree	tree	real	947	1.3800161261945718			0.14548136979625317			0.2618697010365604			67.04644742452044			0.1757007330592071		
42.tree	tree	bd		0.701075	0.663473	0.740148	0.475225	0.438176	0.514307	0			0.475225			0.477106	0.477106	0.477106
42.tree	tree	bdct		0.5603	0.526436	0.595566	0.233459	0.20531	0.263016	0.732184	0.674982	0.786584	10.8342	9.60831	12.193	0.477106	0.477106	0.477106
42.tree	tree	real	774	0.5461903694437233			0.0585344464090664			0.7467921491499312			9.686798060688451			0.4771057430488687		
43.tree	tree	bdct		0.37282	0.353938	0.391886	0.169847	0.151379	0.18987	0.581529	0.536665	0.626482	49.5417	44.1292	55.4392	0.291053	0.291053	0.291053
43.tree	tree	real	889	0.37437321375620763			0.1107695699472793			0.5414284250661768			49.05142424760346			0.2910530227474794		
43.tree	tree	bd		0.486362	0.462663	0.510192	0.352242	0.327545	0.377982	0			0.352242			0.291053	0.291053	0.291053
44.tree	tree	bd		0.7923	0.744389	0.841851	0.478187	0.432519	0.526801	0			0.478187			0.450637	0.450637	0.450637
44.tree	tree	real	574	0.5647564053770479			0.0612135071847147			0.7431246503139438			15.160614893003865			0.4506373851136894		
44.tree	tree	bdct		0.589959	0.549123	0.632849	0.210527	0.179425	0.243899	0.792582	0.728339	0.852538	15.337	13.4836	17.383	0.450637	0.450637	0.450637
45.tree	tree	bd		0.945386	0.896506	0.995882	0.526267	0.479588	0.575832	0			0.526267			0.552362	0.552362	0.552362
45.tree	tree	bdct		0.797791	0.752661	0.844484	0.269803	0.236203	0.306986	0.638753	0.586356	0.690259	37.9941	33.5928	42.8757	0.552362	0.552362	0.552362
45.tree	tree	real	822	0.8108901332585183			0.0957897378380018			0.6378524780689376			37.93319840550117			0.5523622724937648		
46.tree	tree	bd		0.47619	0.450203	0.502881	0.375001	0.348704	0.402647	0			0.375001			0.61425	0.61425	0.61425
46.tree	tree	bdct		0.400352	0.376952	0.425137	0.188754	0.168952	0.209731	0.787698	0.742313	0.829993	26.1073	23.4041	29.0399	0.61425	0.61425	0.61425
46.tree	tree	real	910	0.38628002411551904			0.06511054597587336			0.7479003240984786			26.303903735861347			0.6142498542161731		
47.tree	tree	real	955	0.38288718775474667			0.1019843193871178			0.7102270147267244			39.077367535755464			0.1374910307490814		
47.tree	tree	bd		0.765573	0.731973	0.799879	0.589846	0.553618	0.62797	0			0.589846			0.137491	0.137491	0.137491
47.tree	tree	bdct		0.4695	0.447539	0.492377	0.214922	0.191524	0.239712	0.677785	0.632776	0.721838	41.5406	37.5068	45.8923	0.137491	0.137491	0.137491
48.tree	tree	bd		0.783928	0.751816	0.81728	0.357697	0.31938	0.39869	0			0.357697			0.139411	0.139411	0.139411
48.tree	tree	bdct		0.688143	0.661301	0.71578	0.177643	0.150042	0.208155	0.266969	0.229427	0.307057	36.4624	30.1956	43.5958	0.139411	0.139411	0.139411
48.tree	tree	real	705	0.7332350351105013			0.13209049308447807			0.1922585854126898			30.644358457824037			0.1394113875639697		
49.tree	tree	bd		1.34108	1.28023	1.40394	0.516702	0.466844	0.57008	0			0.516702			0.583173	0.583173	0.583173
49.tree	tree	bdct		1.2284	1.16787	1.29031	0.272442	0.235331	0.313439	0.419014	0.37564	0.463837	30.9052	26.6574	35.6975	0.583173	0.583173	0.583173
49.tree	tree	real	961	1.2021848426494743			0.1458543558088778			0.3917514679457859			23.61203271981898			0.5831733619644979		
50.tree	tree	bdct		0.258735	0.24766	0.270176	0.0558955	0.0473181	0.0654317	0.0634637	0.0436316	0.0863284	19.6352	12.9339	29.1082	0.324145	0.324145	0.324145
50.tree	tree	bd		0.259637	0.249029	0.271078	0.0662044	0.057035	0.0757405	0			0.0662044			0.324145	0.324145	0.324145
50.tree	tree	real	745	0.2546708578494304			0.0580758799508964			0.0476649573993484			14.833068575766815			0.3241448011726384		
51.tree	tree	real	545	0.1844474832675259			0.10531841749655081			0.0329714211365369			24.25238400852169			0.6390845939693225		
51.tree	tree	bd		0.18234	0.16959	0.195689	0.120384	0.108259	0.133734	0			0.120384			0.639085	0.639085	0.639085
51.tree	tree	bdct		0.180664	0.168031	0.194013	0.11435	0.101952	0.126746	0.0479893	0.0284941	0.0730912	51.305	27.1811	91.8916	0.639085	0.639085	0.639085
52.tree	tree	bdct		0.119866	0.113366	0.126541	0.0724526	0.0646375	0.081035	0.478707	0.431023	0.527069	1.69563	1.48463	1.93219	0.0935845	0.0935845	0.0935845
52.tree	tree	bd		0.17772	0.169436	0.186301	0.144148	0.134642	0.153684	0			0.144148			0.0935845	0.0935845	0.0935845
52.tree	tree	real	854	0.10054109099835895			0.05019153313998088			0.606542763339899			1.4370373903193514			0.0935845249296515		
53.tree	tree	real	670	0.22811522839129392			0.05594564979042533			0.1817478034745984			20.55839122422237			0.1986616152913913		
53.tree	tree	bdct		0.224246	0.213782	0.234734	0.0661754	0.056501	0.0766652	0.24298	0.205964	0.282162	19.4102	16.0357	23.4119	0.198662	0.198662	0.198662
53.tree	tree	bd		0.249368	0.237726	0.260809	0.11494	0.102478	0.12829	0			0.11494			0.198662	0.198662	0.198662
54.tree	tree	bd		0.521093	0.496714	0.546829	0.114629	0.0968747	0.134654	0			0.114629			0.365613	0.365613	0.365613
54.tree	tree	real	606	0.5531772790640804			0.06279068135847017			0.1435692141019804			20.37590435044412			0.3656132122099377		
54.tree	tree	bdct		0.517294	0.491076	0.544936	0.0711145	0.0579681	0.0863723	0.177929	0.143178	0.215661	22.6774	17.454	29.0455	0.365613	0.365613	0.365613
55.tree	tree	bd		1.81984	1.74702	1.896	0.811816	0.714423	0.914729	0			0.811816			0.0815022	0.0815022	0.0815022
55.tree	tree	real	640	1.5498104315449115			0.3928604175110263			0.1592264813547069			76.55739421986371			0.0815021658226915		
55.tree	tree	bdct		1.62013	1.56242	1.67916	0.42798	0.357095	0.507101	0.198244	0.164171	0.235044	77.5123	63.2864	94.0388	0.0815022	0.0815022	0.0815022
56.tree	tree	real	739	0.4033376243776434			0.04956842932460246			0.3829155447076901			19.393868283201105			0.5178411784314074		
56.tree	tree	bd		0.436546	0.414429	0.459424	0.191169	0.171112	0.212145	0			0.191169			0.517841	0.517841	0.517841
56.tree	tree	bdct		0.383491	0.361826	0.405417	0.0957801	0.0817111	0.111991	0.481586	0.432675	0.5312	19.8777	17.2081	22.8829	0.517841	0.517841	0.517841
57.tree	tree	real	690	5.455671788238863			0.6358765874701983			0.227148728135515			175.87448052825832			0.4195457245790498		
57.tree	tree	bd		5.62209	5.35929	5.89141	1.84032	1.6095	2.08877	0			1.84032			0.419546	0.419546	0.419546
57.tree	tree	bdct		5.42123	5.14797	5.70199	0.949379	0.788228	1.13326	0.296233	0.254575	0.340219	196.03	161.865	235.436	0.419546	0.419546	0.419546
58.tree	tree	bd		0.207523	0.193808	0.221825	0.152445	0.138838	0.166748	0			0.152445			0.391842	0.391842	0.391842
58.tree	tree	real	511	0.16336862804891739			0.06788564666945827			0.6942819300222219			0.6979154449531135			0.3918418026125855		
58.tree	tree	bdct		0.179827	0.165857	0.19413	0.106862	0.0928021	0.122119	0.375947	0.286366	0.469189	1.21164	0.932033	1.62887	0.391842	0.391842	0.391842
59.tree	tree	bdct		3.07978	2.92118	3.24236	0.784118	0.674757	0.90514	0.122083	0.0944238	0.152947	319.658	228.271	439.893	0.536378	0.536378	0.536378
59.tree	tree	bd		3.13393	2.97713	3.29459	0.985141	0.862123	1.11757	0			0.985141			0.536378	0.536378	0.536378
59.tree	tree	real	698	3.005196744717395			0.7741137630331292			0.0873624035859322			328.0169060210242			0.5363783291735773		
60.tree	tree	real	883	0.4771234569763969			0.06474264288754028			0.3204492186624594			30.888873691021107			0.129502405966628		
60.tree	tree	bd		0.571919	0.55129	0.593841	0.255381	0.229546	0.282078	0			0.255381			0.129502	0.129502	0.129502
60.tree	tree	bdct		0.489516	0.472342	0.506674	0.0879753	0.0737059	0.104186	0.366348	0.328425	0.405332	31.6174	27.7185	35.9376	0.129502	0.129502	0.129502
61.tree	tree	bd		0.466258	0.444449	0.489135	0.201809	0.179846	0.225646	0			0.201809			0.343514	0.343514	0.343514
61.tree	tree	bdct		0.4327	0.411621	0.454625	0.117921	0.100566	0.136993	0.285313	0.244076	0.328585	14.8014	12.3579	17.5795	0.343514	0.343514	0.343514
61.tree	tree	real	700	0.43224195517617203			0.09832471788541713			0.2195589228705246			13.402808056040866			0.3435140378075789		
62.tree	tree	bdct		0.373741	0.354812	0.392807	0.130845	0.114107	0.148962	0.560879	0.511583	0.609765	15.4075	13.5776	17.4312	0.24768	0.24768	0.24768
62.tree	tree	bd		0.491706	0.468704	0.515536	0.299774	0.275265	0.325515	0			0.299774			0.24768	0.24768	0.24768
62.tree	tree	real	794	0.3485137914085496			0.058540385144937375			0.5324782662434314			14.13296787189894			0.247680416796997		
63.tree	tree	bdct		1.09059	1.03845	1.14489	0.162833	0.133753	0.196206	0.33966	0.297203	0.384156	48.3865	40.968	56.7322	0.324197	0.324197	0.324197
63.tree	tree	real	691	1.0910385692778668			0.13356699910522307			0.2717563996696271			44.27410658673222			0.3241973087344708		
63.tree	tree	bd		1.15121	1.10067	1.20265	0.373015	0.326514	0.422588	0			0.373015			0.324197	0.324197	0.324197
64.tree	tree	bd		1.7395	1.65206	1.82994	1.00773	0.927114	1.09157	0			1.00773			0.66024	0.66024	0.66024
64.tree	tree	bdct		1.4685	1.38681	1.55325	0.505892	0.447711	0.567849	0.744491	0.695779	0.791401	63.7589	57.1881	70.9571	0.66024	0.66024	0.66024
64.tree	tree	real	960	1.3839908777488314			0.16831092615534957			0.7371097925795059			60.35085096108839			0.6602400549387326		
65.tree	tree	real	907	1.2901974863533332			0.4398698488499998			0.1665320824916814			108.48424474578727			0.5374687531888342		
65.tree	tree	bdct		1.32405	1.26074	1.38882	0.464505	0.413809	0.518839	0.165548	0.136448	0.197329	115.329	91.6844	144.513	0.537469	0.537469	0.537469
65.tree	tree	bd		1.37241	1.30879	1.43812	0.595567	0.539246	0.65466	0			0.595567			0.537469	0.537469	0.537469
