	data_type	type	sampled_tips	lambda	lambda_min	lambda_max	psi	psi_min	psi_max	upsilon	upsilon_min	upsilon_max	phi	phi_min	phi_max	p	p_min	p_max
66.tree	tree	bdct		0.420182	0.394802	0.446873	0.251158	0.223797	0.279761	0.636416	0.581724	0.690385	27.6952	24.2757	31.4743	0.161266	0.161266	0.161266
66.tree	tree	real	656	0.36737665311412177			0.17351299162149367			0.7069321982327322			24.896595546375696			0.1612658899743611		
66.tree	tree	bd		0.645007	0.609788	0.682176	0.541516	0.504039	0.580596	0			0.541516			0.161266	0.161266	0.161266
67.tree	tree	bd		0.442964	0.415341	0.471562	0.0907967	0.0760644	0.107008	0			0.0907967			0.724047	0.724047	0.724047
67.tree	tree	bdct		0.439546	0.411281	0.469097	0.0737518	0.0606792	0.0890094	0.107974	0.0776065	0.14369	26.3255	18.5201	37.3443	0.724047	0.724047	0.724047
67.tree	tree	real	534	0.46149726444109995			0.06515583004618392			0.0848911880963128			29.048150304977494			0.7240472587686986		
68.tree	tree	bd		1.04218	0.991344	1.09458	0.337025	0.29699	0.379926	0			0.337025			0.5377	0.5377	0.5377
68.tree	tree	bdct		1.02308	0.971175	1.07643	0.251299	0.215123	0.291343	0.162423	0.123086	0.205774	13.4716	10.0817	18.2044	0.5377	0.5377	0.5377
68.tree	tree	real	757	1.0280551818123536			0.1701511175498999			0.2102955499485918			10.574896442993488			0.5376999363560743		
69.tree	tree	bd		1.52288	1.45972	1.58859	1.07011	0.998591	1.14346	0			1.07011			0.101927	0.101927	0.101927
69.tree	tree	real	948	0.8575127129722978			0.09520426241095091			0.5885560993249113			27.23419412352721			0.1019267249256039		
69.tree	tree	bdct		0.950378	0.910511	0.9923	0.337727	0.294978	0.384441	0.603331	0.557374	0.649041	27.9194	25.0422	31.0541	0.101927	0.101927	0.101927
70.tree	tree	bdct		0.267527	0.253993	0.281829	0.0782252	0.0649521	0.0934828	0.421406	0.369553	0.474519	23.6604	20.0351	27.827	0.190424	0.190424	0.190424
70.tree	tree	bd		0.330967	0.313566	0.349081	0.17981	0.160252	0.200787	0			0.17981			0.190424	0.190424	0.190424
70.tree	tree	real	550	0.26449205777444035			0.05177334991086087			0.3490142743453424			25.132925809277694			0.1904238266112619		
71.tree	tree	bd		1.56566	1.48391	1.6504	0.767161	0.69683	0.84149	0			0.767161			0.671414	0.671414	0.671414
71.tree	tree	real	849	1.5220843342337462			0.34116614753908425			0.3367586060251585			108.94838655262885			0.6714139158184638		
71.tree	tree	bdct		1.4404	1.36168	1.52134	0.490639	0.433259	0.552597	0.364233	0.322972	0.407072	118.659	101.451	138.093	0.671414	0.671414	0.671414
72.tree	tree	bdct		0.539798	0.514542	0.566487	0.214296	0.1893	0.240993	0.661863	0.613386	0.709413	14.5786	13.0705	16.2438	0.130825	0.130825	0.130825
72.tree	tree	bd		0.858467	0.821623	0.896581	0.607301	0.567039	0.648284	0			0.607301			0.130825	0.130825	0.130825
72.tree	tree	real	923	0.4111292380973059			0.05516917320459629			0.7171187302636255			12.164185443262198			0.1308245535670351		
73.tree	tree	bd		0.664965	0.631897	0.699275	0.430323	0.394266	0.468453	0			0.430323			0.24158	0.24158	0.24158
73.tree	tree	bdct		0.490779	0.464951	0.517469	0.177961	0.153767	0.204659	0.594031	0.542981	0.644777	45.001	39.5463	51.0019	0.24158	0.24158	0.24158
73.tree	tree	real	717	0.450887715666163			0.11058345486676159			0.5541065178655498			39.324942152273486			0.2415798650761474		
74.tree	tree	bdct		0.206535	0.195295	0.217977	0.122395	0.111014	0.133837	0.538326	0.487332	0.589723	3.94324	3.42928	4.52531	0.392272	0.392272	0.392272
74.tree	tree	bd		0.253083	0.240282	0.266431	0.200819	0.18755	0.214168	0			0.200819			0.392272	0.392272	0.392272
74.tree	tree	real	940	0.193952875657229			0.09013746325379436			0.589039220356542			3.9369786899983255			0.3922715739109439		
75.tree	tree	real	502	2.8523326489907483			0.4067510047010588			0.1404997424964031			15.054847928946886			0.4740870964250186		
75.tree	tree	bdct		2.94262	2.77241	3.11853	0.493294	0.398104	0.603865	0.099995	0.0624972	0.143941	33.4531	20.9086	54.8795	0.474087	0.474087	0.474087
75.tree	tree	bd		2.93504	2.77172	3.1024	0.640529	0.536231	0.757756	0			0.640529			0.474087	0.474087	0.474087
76.tree	tree	bd		0.603657	0.574231	0.634157	0.197563	0.176064	0.2214	0			0.197563			0.635444	0.635444	0.635444
76.tree	tree	real	857	0.564870842827561			0.0660403171989756			0.3134116806460116			13.621119955001724			0.6354437154819431		
76.tree	tree	bdct		0.56474	0.534461	0.596194	0.108337	0.0924039	0.126454	0.385	0.339883	0.431245	14.4396	12.3537	16.8293	0.635444	0.635444	0.635444
77.tree	tree	bdct		0.354859	0.334816	0.375832	0.106852	0.0903127	0.12497	0.516719	0.462726	0.571465	24.1192	20.4376	28.2727	0.336185	0.336185	0.336185
77.tree	tree	bd		0.428389	0.405016	0.452221	0.237908	0.213847	0.263651	0			0.237908			0.336185	0.336185	0.336185
77.tree	tree	real	619	0.34201469518378036			0.06909616696779698			0.4935068313978081			20.612275277501798			0.3361854620643484		
78.tree	tree	real	643	0.7783852483018832			0.4109739771266716			0.7454663764301134			15.599874041611711			0.0666876901060108		
78.tree	tree	bdct		0.992468	0.929533	1.06011	0.638234	0.566047	0.715432	0.617274	0.556993	0.677075	17.0477	14.8513	19.5379	0.0666877	0.0666877	0.0666877
78.tree	tree	bd		1.76021	1.66573	1.85827	1.51607	1.41546	1.62081	0			1.51607			0.0666877	0.0666877	0.0666877
79.tree	tree	bd		0.599598	0.565693	0.634863	0.196156	0.168712	0.226667	0			0.196156			0.495877	0.495877	0.495877
79.tree	tree	real	526	0.5779937910074706			0.06371456866973564			0.3051598531553486			19.274314439959394			0.4958768872734576		
79.tree	tree	bdct		0.564079	0.528886	0.600298	0.102168	0.0824088	0.125054	0.347977	0.296324	0.4021	21.8771	17.9609	26.5707	0.495877	0.495877	0.495877
80.tree	tree	real	753	1.009398853712081			0.12255575788558516			0.0795537675604875			40.45220565713537			0.7285157394722084		
80.tree	tree	bdct		1.01919	0.964498	1.0754	0.129782	0.109157	0.153621	0.0959142	0.0711866	0.124167	61.4733	43.9291	85.0105	0.728516	0.728516	0.728516
80.tree	tree	bd		1.01882	0.966141	1.07313	0.160967	0.137222	0.187665	0			0.160967			0.728516	0.728516	0.728516
81.tree	tree	real	625	0.2526052586036496			0.09292088822090419			0.2469985409332446			21.58011899785285			0.0952424739886726		
81.tree	tree	bdct		0.257284	0.245271	0.269679	0.111175	0.0956812	0.127385	0.295416	0.253873	0.339452	22.1043	18.4058	26.269	0.0952425	0.0952425	0.0952425
81.tree	tree	bd		0.325048	0.308593	0.342209	0.206893	0.18759	0.226916	0			0.206893			0.0952425	0.0952425	0.0952425
82.tree	tree	bdct		0.822673	0.782552	0.8646	0.30023	0.262242	0.341225	0.656097	0.608684	0.703115	51.5636	46.1781	57.421	0.238946	0.238946	0.238946
82.tree	tree	real	848	0.7791962300484657			0.10567642624708368			0.6026372069425021			52.26146446241431			0.2389462773979973		
82.tree	tree	bd		1.15079	1.09802	1.20509	0.772782	0.714747	0.832817	0			0.772782			0.238946	0.238946	0.238946
83.tree	tree	bdct		0.475128	0.448273	0.502772	0.167717	0.148831	0.188695	0.638667	0.589395	0.687362	17.1183	15.2393	19.2044	0.647713	0.647713	0.647713
83.tree	tree	real	950	0.48344079041254717			0.061202865320032995			0.6556584119156269			15.046509934540612			0.6477134843813911		
83.tree	tree	bd		0.5535	0.525444	0.582095	0.30931	0.284019	0.336005	0			0.30931			0.647713	0.647713	0.647713
84.tree	tree	real	502	3.5691362585993534			0.5439793254442692			0.5172729672603426			8.691197458795608			0.3393157726920123		
84.tree	tree	bd		4.33858	4.09555	4.59021	2.02219	1.78434	2.27535	0			2.02219			0.339316	0.339316	0.339316
84.tree	tree	bdct		4.13229	3.88821	4.38397	1.58029	1.3397	1.84118	0.158285	0.103257	0.220756	29.1062	19.5134	45.586	0.339316	0.339316	0.339316
85.tree	tree	bdct		0.865269	0.816317	0.91577	0.197311	0.167404	0.230683	0.208553	0.171894	0.248744	52.6205	40.8434	67.4084	0.676095	0.676095	0.676095
85.tree	tree	bd		0.874645	0.826868	0.924193	0.288376	0.252454	0.327465	0			0.288376			0.676095	0.676095	0.676095
85.tree	tree	real	685	0.9090256195930717			0.18262043037226103			0.1504739505637492			53.575095304438285			0.6760950437989387		
86.tree	tree	real	513	0.2672301858938997			0.07525142881388487			0.5177970305904667			5.962892996541384			0.528987347618629		
86.tree	tree	bdct		0.292543	0.271474	0.314471	0.118775	0.101293	0.137846	0.524587	0.458501	0.591442	6.86526	5.7282	8.18679	0.528987	0.528987	0.528987
86.tree	tree	bd		0.336844	0.314542	0.360677	0.210471	0.188378	0.233354	0			0.210471			0.528987	0.528987	0.528987
87.tree	tree	bdct		1.05926	0.994669	1.1269	0.290028	0.245996	0.338651	0.663791	0.604153	0.722233	25.6059	22.4147	29.1559	0.373501	0.373501	0.373501
87.tree	tree	bd		1.37013	1.29859	1.44441	0.69414	0.627804	0.76371	0			0.69414			0.373501	0.373501	0.373501
87.tree	tree	real	652	0.841692951838997			0.11686078952996813			0.7348468034925679			23.341176160339664			0.373500546434941		
88.tree	tree	real	997	0.7059592662419303			0.10578614976303999			0.2355111558614701			50.29237575205225			0.7241450163329973		
88.tree	tree	bd		0.734732	0.700338	0.769992	0.237148	0.212242	0.263845	0			0.237148			0.724145	0.724145	0.724145
88.tree	tree	bdct		0.715577	0.680686	0.751791	0.138468	0.119674	0.159446	0.309071	0.273455	0.345506	54.0201	46.3297	62.8983	0.724145	0.724145	0.724145
89.tree	tree	real	750	1.7661120780358492			0.40898900325078186			0.595949173582707			188.59996868705915			0.6962715702101768		
89.tree	tree	bdct		1.77407	1.66239	1.89021	0.812416	0.72129	0.909612	0.588963	0.538349	0.638737	201.307	176.752	228.342	0.696272	0.696272	0.696272
89.tree	tree	bd		2.00523	1.88486	2.13086	1.40967	1.29411	1.53157	0			1.40967			0.696272	0.696272	0.696272
90.tree	tree	bd		1.59111	1.52744	1.65681	0.843736	0.772136	0.919012	0			0.843736			0.192927	0.192927	0.192927
90.tree	tree	real	890	1.1893461813404054			0.13382214156793262			0.4687783242107091			24.852147785898946			0.1929269522006562		
90.tree	tree	bdct		1.23975	1.18712	1.29404	0.313324	0.269404	0.361947	0.511438	0.46449	0.558195	29.9559	26.388	33.9343	0.192927	0.192927	0.192927
91.tree	tree	bd		0.709759	0.67446	0.745973	0.160936	0.139694	0.18382	0			0.160936			0.644366	0.644366	0.644366
91.tree	tree	bdct		0.709874	0.673185	0.747994	0.127604	0.107822	0.149536	0.112922	0.0741053	0.157102	5.89518	4.00432	9.22089	0.644366	0.644366	0.644366
91.tree	tree	real	768	0.7142190848383789			0.09572365601723527			0.1704751281418107			4.609404092157499			0.6443655641152345		
92.tree	tree	bdct		3.42718	3.27578	3.58304	0.390032	0.330005	0.458669	0.152676	0.125839	0.181637	157.781	126.396	194.575	0.483181	0.483181	0.483181
92.tree	tree	real	906	3.412090584746427			0.37287362313896183			0.0958675677203939			157.73688417777268			0.4831809773184581		
92.tree	tree	bd		3.35333	3.21338	3.4959	0.613819	0.534224	0.701503	0			0.613819			0.483181	0.483181	0.483181
93.tree	tree	bdct		0.269947	0.255239	0.285202	0.0806773	0.0694726	0.093074	0.18212	0.142281	0.22525	6.35387	4.80831	8.49682	0.527362	0.527362	0.527362
93.tree	tree	bd		0.279593	0.264902	0.294848	0.108174	0.0956143	0.121524	0			0.108174			0.527362	0.527362	0.527362
93.tree	tree	real	688	0.25675722624671354			0.07322662683033847			0.1618053331830082			5.1153567915108935			0.5273620551778416		
94.tree	tree	bd		0.921082	0.877954	0.965864	0.684983	0.638226	0.733587	0			0.684983			0.0947935	0.0947935	0.0947935
94.tree	tree	real	792	0.41654183415273804			0.053175299240201264			0.6767681460884873			15.998288879512351			0.0947935396971116		
94.tree	tree	bdct		0.520822	0.49544	0.547511	0.199067	0.173535	0.226718	0.692635	0.641228	0.741861	16.3439	14.6243	18.2298	0.0947935	0.0947935	0.0947935
95.tree	tree	bd		0.185335	0.175974	0.19487	0.13654	0.12701	0.147029	0			0.13654			0.359175	0.359175	0.359175
95.tree	tree	real	873	0.15555269747292585			0.08193965016007293			0.3967641942539124			9.670717320971995			0.3591749028301402		
95.tree	tree	bdct		0.158163	0.149568	0.166745	0.0898813	0.0815487	0.0984636	0.387073	0.344737	0.430768	9.83224	8.41972	11.4555	0.359175	0.359175	0.359175
96.tree	tree	bdct		0.892193	0.844326	0.940787	0.290935	0.255826	0.329071	0.530909	0.480618	0.5813	16.8623	14.7592	19.2417	0.663293	0.663293	0.663293
96.tree	tree	bd		0.995341	0.945818	1.04679	0.532043	0.486925	0.579702	0			0.532043			0.663293	0.663293	0.663293
96.tree	tree	real	958	0.8955133681487343			0.11578621552347346			0.4867604771905619			12.96025847427833			0.6632929944620787		
97.tree	tree	real	900	0.6439003109700038			0.06750615891437112			0.7415950010588028			17.15615403804018			0.3570724303337836		
97.tree	tree	bd		0.988455	0.941203	1.03704	0.631599	0.586028	0.679252	0			0.631599			0.357072	0.357072	0.357072
97.tree	tree	bdct		0.724845	0.685967	0.76487	0.261281	0.230271	0.294651	0.738139	0.687681	0.786727	17.629	15.7907	19.6405	0.357072	0.357072	0.357072
98.tree	tree	real	794	2.818749952678962			0.47981517145788133			0.5232271407315104			126.63566953611866			0.5741724571570054		
98.tree	tree	bd		3.26371	3.09165	3.44146	1.75786	1.60087	1.92351	0			1.75786			0.574172	0.574172	0.574172
98.tree	tree	bdct		2.82966	2.67082	2.99417	0.910976	0.792786	1.03865	0.544928	0.494373	0.59559	133.151	116.199	152.209	0.574172	0.574172	0.574172
99.tree	tree	bdct		1.00859	0.958405	1.06194	0.505587	0.439557	0.576123	0.289136	0.246782	0.334259	184.566	152.129	221.954	0.0589447	0.0589447	0.0589447
99.tree	tree	bd		1.32897	1.25829	1.40325	0.93437	0.848689	1.02298	0			0.93437			0.0589447	0.0589447	0.0589447
99.tree	tree	real	567	0.9750922251882819			0.49209458439290216			0.2681694859801021			191.41623475754471			0.0589446914674969		
