	data_type	type	sampled_tips	lambda	lambda_min	lambda_max	psi	psi_min	psi_max	upsilon	upsilon_min	upsilon_max	phi	phi_min	phi_max	p	p_min	p_max
67.tree	tree	bdct		1.05842	1.02641	1.09177	0.132732	0.110605	0.157525	0.00262708	1e-06	0.013341	8.67024	0.001	500000.0	0.137313	0.137313	0.137313
67.tree	tree	real	922	1.0494108721481146			0.13782996536118422			0			0.13782996536118422			0.1373132323307454		
68.tree	tree	bd		0.857712	0.82341	0.892968	0.137728	0.119569	0.157752	0			0.137728			0.447883	0.447883	0.447883
68.tree	tree	bdct		0.857713	0.823411	0.892968	0.137727	0.119568	0.157752	1e-06	1e-06	0.00586037	44.6217	0.001	500000.0	0.447883	0.447883	0.447883
68.tree	tree	real	952	0.8780997707288614			0.1307385983948534			0			0.1307385983948534			0.4478827793581356		
69.tree	tree	bd		1.69629	1.60937	1.78578	0.297431	0.251693	0.348915	0			0.297431			0.544376	0.544376	0.544376
69.tree	tree	real	646	1.6615091891487865			0.30604712524943767			0			0.30604712524943767			0.5443764716071665		
69.tree	tree	bdct		1.69629	1.60938	1.78579	0.29743	0.251692	0.348913	1e-06	1e-06	0.015626	16.1507	0.001	500000.0	0.544376	0.544376	0.544376
70.tree	tree	bdct		0.807672	0.765921	0.850553	0.115786	0.0969542	0.136765	1e-06	1e-06	0.0185557	35.0353	0.001	500000.0	0.595117	0.595117	0.595117
70.tree	tree	bd		0.807683	0.765931	0.850564	0.115781	0.0969499	0.13676	0			0.115781			0.595117	0.595117	0.595117
70.tree	tree	real	668	0.8096213425880414			0.10791192651350216			0			0.10791192651350216			0.5951172778305157		
71.tree	tree	bd		0.404947	0.3797	0.430686	0.0636983	0.0519424	0.0770489	0			0.0636983			0.678429	0.678429	0.678429
71.tree	tree	real	514	0.397297332883122			0.06803526710654301			0			0.06803526710654301			0.6784289212654506		
71.tree	tree	bdct		0.404947	0.3797	0.430686	0.0636983	0.0519424	0.0770489	1e-06	1e-06	0.0175791	0.0636983	0.001	500000.0	0.678429	0.678429	0.678429
72.tree	tree	bdct		0.0597924	0.0561179	0.0636069	0.0518734	0.0486938	0.0556879	0.00560308	0.000701261	0.0143429	21.726	2.53098	77.6029	0.137524	0.137524	0.137524
72.tree	tree	bd		0.0599979	0.0563105	0.0638124	0.0521355	0.0489395	0.05595	0			0.0521355			0.137524	0.137524	0.137524
72.tree	tree	real	889	0.06131939653463962			0.052458995588275055			0			0.052458995588275055			0.1375238914587888		
73.tree	tree	bd		0.181879	0.171987	0.192368	0.0793792	0.0708065	0.0889152	0			0.0793792			0.586373	0.586373	0.586373
73.tree	tree	bdct		0.18186	0.17197	0.192349	0.079251	0.0706923	0.088787	0.000972325	1e-06	0.0107285	30.4665	0.001	500000.0	0.586373	0.586373	0.586373
73.tree	tree	real	719	0.18404083453800096			0.06935278401416596			0			0.06935278401416596			0.5863728745626435		
74.tree	tree	bdct		0.321668	0.308515	0.335968	0.0580841	0.0500566	0.0666667	1e-06	1e-06	0.00390725	85.9604	0.001	500000.0	0.457835	0.457835	0.457835
74.tree	tree	bd		0.32167	0.308518	0.335971	0.0580828	0.0500556	0.0666654	0			0.0580828			0.457835	0.457835	0.457835
74.tree	tree	real	911	0.330943480331408			0.05510871088917748			0			0.05510871088917748			0.4578348987844837		
75.tree	tree	real	684	0.5204110801049577			0.212933319867501			0			0.212933319867501			0.2279464093603657		
75.tree	tree	bdct		0.530472	0.508238	0.553348	0.202807	0.17837	0.229505	0.0020492	1e-06	0.0195913	12.1282	0.001	500000.0	0.227946	0.227946	0.227946
75.tree	tree	bd		0.530849	0.5086	0.553725	0.203694	0.179149	0.229438	0			0.203694			0.227946	0.227946	0.227946
76.tree	tree	bd		0.444148	0.42251	0.467026	0.0495603	0.0419727	0.0581429	0			0.0495603			0.667022	0.667022	0.667022
76.tree	tree	real	811	0.4537659843371887			0.04923085106267973			0			0.04923085106267973			0.6670222849214065		
76.tree	tree	bdct		0.444149	0.422511	0.467027	0.04956	0.0419725	0.0581427	1e-06	1e-06	0.00879005	93.1679	0.001	500000.0	0.667022	0.667022	0.667022
77.tree	tree	bdct		0.960663	0.920364	1.00258	0.110802	0.0927873	0.130827	1e-06	1e-06	0.00390725	39.1325	0.001	500000.0	0.371389	0.371389	0.371389
77.tree	tree	bd		0.960657	0.920359	1.00258	0.110804	0.0927894	0.130829	0			0.110804			0.371389	0.371389	0.371389
77.tree	tree	real	801	0.9783684174258375			0.10467125375926124			0			0.10467125375926124			0.371389464165624		
78.tree	tree	real	598	1.4590641486849198			0.14757853808050173			0			0.14757853808050173			0.2008078335606232		
78.tree	tree	bdct		1.43855	1.37748	1.50331	0.144155	0.115636	0.177528	1e-06	1e-06	0.0146494	20.0415	0.001	500000.0	0.200808	0.200808	0.200808
78.tree	tree	bd		1.43856	1.37749	1.50331	0.144149	0.115631	0.177523	0			0.144149			0.200808	0.200808	0.200808
79.tree	tree	bd		1.0997	1.03854	1.16258	0.42285	0.375886	0.473373	0			0.42285			0.735807	0.735807	0.735807
79.tree	tree	real	732	1.08924994751438			0.41712385057242585			0			0.41712385057242585			0.7358066933964319		
79.tree	tree	bdct		1.0997	1.03854	1.16257	0.42285	0.375886	0.473373	1e-06	1e-06	0.0166025	17.4602	0.001	500000.0	0.735807	0.735807	0.735807
80.tree	tree	real	893	0.5546380219160487			0.09052648024167112			0			0.09052648024167112			0.1505276385359433		
80.tree	tree	bdct		0.555463	0.538136	0.573573	0.0868594	0.0734439	0.102117	0.00508519	1e-06	0.0186875	5.51894	0.001	500000.0	0.150528	0.150528	0.150528
80.tree	tree	bd		0.555036	0.537722	0.573145	0.0888513	0.0751245	0.104109	0			0.0888513			0.150528	0.150528	0.150528
81.tree	tree	real	780	0.32074120830535263			0.13633645883715237			0			0.13633645883715237			0.6711617682673869		
81.tree	tree	bdct		0.323934	0.306274	0.342048	0.131603	0.117829	0.14686	1e-06	1e-06	0.0126963	0.131603	0.001	500000.0	0.671162	0.671162	0.671162
81.tree	tree	bd		0.323937	0.306277	0.342051	0.131607	0.117832	0.146864	0			0.131607			0.671162	0.671162	0.671162
82.tree	tree	bdct		0.51544	0.498861	0.532597	0.0947886	0.0750051	0.117675	1e-06	1e-06	0.00586037	36.3609	0.001	500000.0	0.0591934	0.0591934	0.0591934
82.tree	tree	real	510	0.520290238555741			0.10025487283485883			0			0.10025487283485883			0.0591934224839294		
82.tree	tree	bd		0.51544	0.498861	0.532597	0.0947885	0.075005	0.117674	0			0.0947885			0.0591934	0.0591934	0.0591934
83.tree	tree	bdct		0.386682	0.373123	0.400982	0.0526826	0.0437997	0.0631725	0.0043004	1e-06	0.0130517	26.1354	3.88352	291.958	0.177868	0.177868	0.177868
83.tree	tree	real	781	0.37600335381785016			0.05644758383291911			0			0.05644758383291911			0.1778678836890792		
83.tree	tree	bd		0.386006	0.37247	0.400305	0.0538878	0.0447977	0.0643777	0			0.0538878			0.177868	0.177868	0.177868
84.tree	tree	real	565	2.4385580919994383			0.40291881618963005			0			0.40291881618963005			0.228917788985613		
84.tree	tree	bd		2.35929	2.2591	2.46204	0.413661	0.341929	0.49469	0			0.413661			0.228918	0.228918	0.228918
84.tree	tree	bdct		2.35931	2.25913	2.46206	0.413654	0.341923	0.494682	1e-06	1e-06	0.0117197	10.7241	0.001	500000.0	0.228918	0.228918	0.228918
85.tree	tree	bdct		0.550202	0.529821	0.571171	0.176974	0.148103	0.20844	1e-06	1e-06	0.00879005	0.176974	0.001	500000.0	0.0672457	0.0672457	0.0672457
85.tree	tree	bd		0.550203	0.529823	0.571173	0.176975	0.148104	0.208441	0			0.176975			0.0672457	0.0672457	0.0672457
85.tree	tree	real	514	0.5561503015969207			0.1636136705603332			0			0.1636136705603332			0.0672457234161668		
86.tree	tree	real	995	0.49744002742156124			0.05410600192523016			0			0.05410600192523016			0.5494471960197509		
86.tree	tree	bdct		0.484345	0.463576	0.505315	0.0518319	0.0438894	0.0604145	0.00103131	1e-06	0.0078602	42.1122	0.001	500000.0	0.549447	0.549447	0.549447
86.tree	tree	bd		0.484207	0.463444	0.505178	0.0520293	0.044056	0.0606119	0			0.0520293			0.549447	0.549447	0.549447
87.tree	tree	bdct		0.521717	0.504427	0.539827	0.0619376	0.0505118	0.0752882	1e-06	1e-06	0.00781349	0.0619376	0.001	500000.0	0.117486	0.117486	0.117486
87.tree	tree	bd		0.521717	0.504427	0.539827	0.0619376	0.0505118	0.0752882	0			0.0619376			0.117486	0.117486	0.117486
87.tree	tree	real	760	0.5242196575813943			0.06824347838950313			0			0.06824347838950313			0.1174864810405152		
88.tree	tree	real	574	0.5894424482410552			0.08701340600855878			0			0.08701340600855878			0.1404385133914886		
88.tree	tree	bd		0.592582	0.570051	0.61641	0.0887861	0.0716404	0.108812	0			0.0887861			0.140439	0.140439	0.140439
88.tree	tree	bdct		0.592587	0.570056	0.616415	0.0887849	0.0716394	0.10881	1e-06	1e-06	0.00488381	51.2831	0.001	500000.0	0.140439	0.140439	0.140439
89.tree	tree	real	982	0.14707788411809222			0.0644140075907537			0			0.0644140075907537			0.2329893393485202		
89.tree	tree	bdct		0.143152	0.137599	0.148873	0.0656561	0.0595946	0.0723314	1e-06	1e-06	0.0117197	0.0656561	0.001	500000.0	0.232989	0.232989	0.232989
89.tree	tree	bd		0.143152	0.137599	0.148873	0.065656	0.0595945	0.0723313	0			0.065656			0.232989	0.232989	0.232989
90.tree	tree	bd		0.492263	0.467317	0.518	0.279739	0.252518	0.308341	0			0.279739			0.246751	0.246751	0.246751
90.tree	tree	real	605	0.5080363664403958			0.3002263096561042			0			0.3002263096561042			0.2467510094800873		
90.tree	tree	bdct		0.492262	0.467315	0.517999	0.279737	0.252517	0.308339	1e-06	1e-06	0.0136729	19.885	0.001	500000.0	0.246751	0.246751	0.246751
91.tree	tree	bd		1.3881	1.32782	1.45	0.214281	0.186787	0.244792	0			0.214281			0.62261	0.62261	0.62261
91.tree	tree	bdct		1.38813	1.32785	1.45004	0.21426	0.18677	0.244771	1.18403e-05	1e-06	0.0175898	24.0089	0.001	500000.0	0.62261	0.62261	0.62261
91.tree	tree	real	983	1.3370114637499466			0.22178180849542067			0			0.22178180849542067			0.6226100020123411		
92.tree	tree	bdct		0.616807	0.587941	0.646353	0.130778	0.111007	0.15271	1e-06	1e-06	0.00976662	0.130778	0.001	500000.0	0.392886	0.392886	0.392886
92.tree	tree	real	629	0.6177262162576465			0.12687613106360557			0			0.12687613106360557			0.392885674611414		
92.tree	tree	bd		0.616807	0.587941	0.646353	0.130778	0.111007	0.15271	0			0.130778			0.392886	0.392886	0.392886
93.tree	tree	bdct		2.0223	1.96012	2.08607	0.286745	0.240981	0.339182	1e-06	1e-06	0.00879005	21.2425	0.001	500000.0	0.127636	0.127636	0.127636
93.tree	tree	bd		2.02226	1.96008	2.08603	0.286792	0.240463	0.339229	0			0.286792			0.127636	0.127636	0.127636
93.tree	tree	real	845	2.0253915616311566			0.3021639540164953			0			0.3021639540164953			0.1276362822317894		
94.tree	tree	bd		0.896083	0.86986	0.922762	0.179852	0.156098	0.20655	0			0.179852			0.152544	0.152544	0.152544
94.tree	tree	real	998	0.877684495112392			0.16513076777409727			0			0.16513076777409727			0.1525444944110074		
94.tree	tree	bdct		0.896083	0.86986	0.922762	0.179851	0.156097	0.206549	1e-06	1e-06	0.00390725	40.4199	0.001	500000.0	0.152544	0.152544	0.152544
95.tree	tree	bd		0.30707	0.294516	0.319464	0.0965025	0.0845647	0.109853	0			0.0965025			0.245152	0.245152	0.245152
95.tree	tree	real	730	0.3082610051387731			0.08888593980288435			0			0.08888593980288435			0.2451518307382003		
95.tree	tree	bdct		0.307016	0.294464	0.319409	0.0960248	0.0841467	0.109375	0.00182043	1e-06	0.00864392	68.7355	0.001	500000.0	0.245152	0.245152	0.245152
96.tree	tree	bdct		1.7802	1.69159	1.87064	0.459004	0.393703	0.530497	1e-06	1e-06	0.00976662	10.1722	0.001	500000.0	0.421697	0.421697	0.421697
96.tree	tree	bd		1.78021	1.69159	1.87064	0.459002	0.393701	0.530495	0			0.459002			0.421697	0.421697	0.421697
96.tree	tree	real	596	1.7631779058227433			0.537512963147265			0			0.537512963147265			0.4216973931234317		
97.tree	tree	real	993	2.177796078660218			0.22686814393108318			0			0.22686814393108318			0.5839220106721567		
97.tree	tree	bd		2.24167	2.14703	2.33872	0.20974	0.17957	0.244065	0			0.20974			0.583922	0.583922	0.583922
97.tree	tree	bdct		2.24167	2.14703	2.33872	0.209739	0.179569	0.244064	1e-06	1e-06	0.0107432	22.7916	0.001	500000.0	0.583922	0.583922	0.583922
98.tree	tree	real	544	0.31351959279969305			0.09229036695814331			0			0.09229036695814331			0.6944480490191675		
98.tree	tree	bd		0.311772	0.292349	0.331793	0.0929054	0.0799812	0.107209	0			0.0929054			0.694448	0.694448	0.694448
98.tree	tree	bdct		0.311783	0.292359	0.331804	0.0927897	0.0777304	0.107093	0.000574194	1e-06	0.0142382	26.2461	0.001	500000.0	0.694448	0.694448	0.694448
99.tree	tree	bdct		0.522659	0.506866	0.538863	0.108404	0.0916221	0.126522	1e-06	1e-06	0.00488381	71.8461	0.001	500000.0	0.120634	0.120634	0.120634
99.tree	tree	bd		0.522657	0.506865	0.538861	0.10841	0.0916268	0.126527	0			0.10841			0.120634	0.120634	0.120634
99.tree	tree	real	798	0.5076782103337022			0.09250888279723488			0			0.09250888279723488			0.1206343848130156		
