	data_type	type	sampled_tips	lambda	lambda_min	lambda_max	psi	psi_min	psi_max	upsilon	upsilon_min	upsilon_max	phi	phi_min	phi_max	p	p_min	p_max
8.tree	tree	bd		0.193101	0.181845	0.204543	0.0553594	0.0468657	0.0648956	0			0.0553594			0.559413	0.559413	0.559413
8.tree	tree	real	541	0.1934075688856646			0.05763949009742773			0			0.05763949009742773			0.5594133399360014		
9.tree	tree	bdct		0.17515	0.163585	0.187546	0.0571315	0.048361	0.0666677	1e-06	1e-06	0.0224619	0.0571315	0.001	500000.0	0.740548	0.740548	0.740548
9.tree	tree	bd		0.17515	0.163586	0.187546	0.0571314	0.0483609	0.0666676	0			0.0571314			0.740548	0.740548	0.740548
9.tree	tree	real	518	0.17800620056744396			0.05309559183690733			0			0.05309559183690733			0.7405481907964662		
10.tree	tree	bd		0.257529	0.246005	0.26897	0.0506204	0.0436425	0.0582494	0			0.0506204			0.505375	0.505375	0.505375
10.tree	tree	real	873	0.26021258492685273			0.0535790548038463			0			0.0535790548038463			0.505375217937012		
10.tree	tree	bdct		0.257551	0.246026	0.268992	0.0502357	0.0433119	0.0578647	0.00280144	1e-06	0.0193565	12.9045	0.001	500000.0	0.505375	0.505375	0.505375
11.tree	tree	bd		0.342564	0.325219	0.360678	0.0651201	0.0566041	0.0746562	0			0.0651201			0.70382	0.70382	0.70382
11.tree	tree	real	825	0.3547570431080143			0.057459427028429176			0			0.057459427028429176			0.7038197383318863		
11.tree	tree	bdct		0.342547	0.325202	0.36066	0.0651218	0.0566056	0.0746579	1e-06	1e-06	0.00390725	107.142	0.001	500000.0	0.70382	0.70382	0.70382
12.tree	tree	bdct		1.63128	1.5477	1.71697	0.26437	0.227848	0.305367	1e-06	1e-06	0.0166025	18.4537	0.001	500000.0	0.72661	0.72661	0.72661
12.tree	tree	real	774	1.610763803719866			0.26815827897621036			0			0.26815827897621036			0.7266101869286465		
12.tree	tree	bd		1.63128	1.5477	1.71697	0.26437	0.227848	0.305367	0			0.26437			0.72661	0.72661	0.72661
13.tree	tree	bd		0.383202	0.366033	0.401315	0.0520687	0.0440892	0.0606513	0			0.0520687			0.532626	0.532626	0.532626
13.tree	tree	real	837	0.38878402128655215			0.048567199336179666			0			0.048567199336179666			0.5326257416508666		
13.tree	tree	bdct		0.383972	0.366768	0.402085	0.0511041	0.0432753	0.0596867	0.0055353	0.000692788	0.0142757	64.2531	14.3228	420.881	0.532626	0.532626	0.532626
14.tree	tree	bdct		0.497633	0.470474	0.525276	0.101839	0.0876588	0.11805	0.00141956	1e-06	0.0228734	21.8508	0.001	500000.0	0.708185	0.708185	0.708185
14.tree	tree	bd		0.497632	0.470473	0.525275	0.102138	0.0879152	0.118348	0			0.102138			0.708185	0.708185	0.708185
14.tree	tree	real	720	0.4899687418937452			0.11100221484333765			0			0.11100221484333765			0.7081850901217671		
15.tree	tree	bdct		0.674161	0.642607	0.706564	0.0921116	0.0785873	0.107369	0.00688516	1e-06	0.0185232	48.4931	0.001	500000.0	0.603369	0.603369	0.603369
15.tree	tree	bd		0.673454	0.641933	0.705857	0.0939253	0.0801317	0.109183	0			0.0939253			0.603369	0.603369	0.603369
15.tree	tree	real	843	0.6861505305475045			0.09003042854434765			0			0.09003042854434765			0.6033692790247341		
16.tree	tree	bdct		1.16074	1.10751	1.21599	0.120081	0.101475	0.14106	1e-06	1e-06	0.0117197	37.3415	0.001	500000.0	0.58977	0.58977	0.58977
16.tree	tree	real	849	1.1733614228484293			0.1247101817870928			0			0.1247101817870928			0.5897697209469634		
16.tree	tree	bd		1.16067	1.10744	1.21592	0.120091	0.101483	0.141069	0			0.120091			0.58977	0.58977	0.58977
17.tree	tree	real	712	1.6616835306306763			0.16947640256613475			0			0.16947640256613475			0.5218927986337966		
17.tree	tree	bd		1.61881	1.53982	1.69974	0.175215	0.146633	0.208588	0			0.175215			0.521893	0.521893	0.521893
17.tree	tree	bdct		1.61882	1.53982	1.69975	0.175214	0.146632	0.208587	1e-06	1e-06	0.0126963	21.4782	0.001	500000.0	0.521893	0.521893	0.521893
18.tree	tree	bdct		0.6351	0.604138	0.666551	0.17202	0.149306	0.196811	0.000149742	1e-06	0.0128432	24.7299	0.001	500000.0	0.528627	0.528627	0.528627
18.tree	tree	bd		0.635101	0.604139	0.666552	0.17207	0.150018	0.196862	0			0.17207			0.528627	0.528627	0.528627
18.tree	tree	real	729	0.6396520530429363			0.14930575498654902			0			0.14930575498654902			0.5286272491881309		
19.tree	tree	bdct		0.207691	0.19558	0.220086	0.107819	0.0953012	0.121169	0.00216813	1e-06	0.0167848	15.6625	0.001	500000.0	0.318978	0.318978	0.318978
19.tree	tree	bd		0.207874	0.19656	0.220269	0.108221	0.0964937	0.120617	0			0.108221			0.318978	0.318978	0.318978
19.tree	tree	real	552	0.19739880999955506			0.10556330190543878			0			0.10556330190543878			0.3189778064514954		
20.tree	tree	real	534	0.39690557714493113			0.090036741029764			0			0.090036741029764			0.2484249117606631		
20.tree	tree	bd		0.398576	0.379939	0.417641	0.105762	0.089393	0.12388	0			0.105762			0.248425	0.248425	0.248425
20.tree	tree	bdct		0.398575	0.379939	0.417641	0.105763	0.0893934	0.12388	1e-06	1e-06	0.0117197	0.105763	0.001	500000.0	0.248425	0.248425	0.248425
21.tree	tree	real	709	0.48294335268889205			0.06940517022061725			0			0.06940517022061725			0.360610838415153		
21.tree	tree	bd		0.489271	0.467337	0.511195	0.0752279	0.0630499	0.0885783	0			0.0752279			0.360611	0.360611	0.360611
21.tree	tree	bdct		0.489534	0.467588	0.511458	0.0746801	0.062592	0.0880306	0.00200615	1e-06	0.0107776	40.1372	0.001	500000.0	0.360611	0.360611	0.360611
22.tree	tree	real	826	0.6666920016923883			0.11215576869210057			0			0.11215576869210057			0.6634923872752396		
22.tree	tree	bdct		0.685522	0.652767	0.719831	0.105011	0.0895715	0.122175	0.00230381	1e-06	0.009124	215.226	0.001	500000.0	0.663492	0.663492	0.663492
22.tree	tree	bd		0.685171	0.651764	0.71948	0.105685	0.0901461	0.12285	0			0.105685			0.663492	0.663492	0.663492
23.tree	tree	bdct		3.32515	3.18232	3.47153	0.360833	0.306717	0.421846	1e-06	1e-06	0.00879005	11.9615	0.001	500000.0	0.483684	0.483684	0.483684
23.tree	tree	real	875	3.4213748305554676			0.35581808881026494			0			0.35581808881026494			0.4836838783973485		
23.tree	tree	bd		3.32514	3.18231	3.47152	0.360837	0.306721	0.421851	0			0.360837			0.483684	0.483684	0.483684
24.tree	tree	real	786	0.36791180905011217			0.05555267485296079			0			0.05555267485296079			0.2246947483853905		
24.tree	tree	bd		0.367072	0.353487	0.381371	0.0595598	0.0504098	0.0700496	0			0.0595598			0.224695	0.224695	0.224695
24.tree	tree	bdct		0.367072	0.353487	0.381372	0.0595597	0.0504098	0.0700495	1e-06	1e-06	0.00781349	0.0595597	0.001	500000.0	0.224695	0.224695	0.224695
25.tree	tree	real	923	1.689621006478807			0.1746812303442803			0			0.1746812303442803			0.2469682955975485		
25.tree	tree	bd		1.69104	1.6308	1.75388	0.180534	0.152482	0.212953	0			0.180534			0.246968	0.246968	0.246968
25.tree	tree	bdct		1.69343	1.63311	1.75627	0.177958	0.149617	0.209424	0.00285453	1e-06	0.00967095	147.279	0.001	500000.0	0.246968	0.246968	0.246968
26.tree	tree	bdct		0.967841	0.921576	1.01548	0.0984839	0.083252	0.115648	1.06797e-06	1e-06	0.0136729	41.3408	0.001	500000.0	0.666656	0.666656	0.666656
26.tree	tree	bd		0.967848	0.921583	1.01549	0.0984811	0.0832497	0.115646	0			0.0984811			0.666656	0.666656	0.666656
26.tree	tree	real	840	0.9425552408431626			0.0944130878968019			0			0.0944130878968019			0.6666562993219628		
27.tree	tree	real	787	1.748769707854375			0.1767623905254176			0			0.1767623905254176			0.6039413248198224		
27.tree	tree	bdct		1.81334	1.72573	1.90282	0.165495	0.138507	0.196007	0.00328666	1e-06	0.0110735	435.253	10.2155	2106.54	0.603941	0.603941	0.603941
27.tree	tree	bd		1.8102	1.72363	1.89968	0.167688	0.140992	0.198201	0			0.167688			0.603941	0.603941	0.603941
28.tree	tree	real	860	1.2600360920534948			0.28973813180009633			0			0.28973813180009633			0.55781521964915		
28.tree	tree	bdct		1.23376	1.17778	1.29091	0.308742	0.271477	0.348784	1e-06	1e-06	0.0107432	24.4874	0.001	500000.0	0.557815	0.557815	0.557815
28.tree	tree	bd		1.23376	1.17778	1.29091	0.308742	0.271477	0.348784	0			0.308742			0.557815	0.557815	0.557815
29.tree	tree	bd		1.26534	1.18693	1.3463	0.185094	0.152734	0.222281	0			0.185094			0.691442	0.691442	0.691442
29.tree	tree	bdct		1.26533	1.18693	1.34629	0.185099	0.152738	0.222285	1e-06	1e-06	0.0126963	17.6677	0.001	500000.0	0.691442	0.691442	0.691442
29.tree	tree	real	507	1.3053426180977235			0.15727756777670845			0			0.15727756777670845			0.6914416783864572		
30.tree	tree	bd		0.194611	0.184023	0.206053	0.0703442	0.0616761	0.0798802	0			0.0703442			0.507178	0.507178	0.507178
30.tree	tree	bdct		0.194603	0.184016	0.206045	0.0703383	0.061671	0.0798744	1e-06	1e-06	0.00781349	81.7887	0.001	500000.0	0.507178	0.507178	0.507178
30.tree	tree	real	617	0.19515991452263434			0.07083956319676023			0			0.07083956319676023			0.507178004467724		
31.tree	tree	bd		0.12241	0.116718	0.128131	0.0443495	0.0389308	0.0500713	0			0.0443495			0.287543	0.287543	0.287543
31.tree	tree	real	805	0.12162848823958548			0.048272896803352575			0			0.048272896803352575			0.2875433651536517		
31.tree	tree	bdct		0.122405	0.116714	0.128126	0.044267	0.0388586	0.0499888	0.000791927	1e-06	0.00567087	71.2291	0.001	500000.0	0.287543	0.287543	0.287543
32.tree	tree	bdct		0.399554	0.38165	0.41862	0.0518242	0.0430888	0.0623141	1e-06	1e-06	0.00781349	79.8791	0.001	500000.0	0.332111	0.332111	0.332111
32.tree	tree	bd		0.399554	0.38165	0.41862	0.0518242	0.0430888	0.062314	0			0.0518242			0.332111	0.332111	0.332111
32.tree	tree	real	663	0.40929455558042366			0.05003786331179098			0			0.05003786331179098			0.3321110301179634		
33.tree	tree	bdct		0.501064	0.4786	0.523941	0.0744492	0.0635466	0.086846	0.00315836	1e-06	0.0197075	26.9069	0.001	500000.0	0.509123	0.509123	0.509123
33.tree	tree	real	831	0.4799033281043294			0.06900753412244562			0			0.06900753412244562			0.5091229944474538		
33.tree	tree	bd		0.500703	0.478256	0.52358	0.0751795	0.0641685	0.0875763	0			0.0751795			0.509123	0.509123	0.509123
34.tree	tree	real	898	0.1092194075063103			0.0527986219718458			0			0.0527986219718458			0.2655637920449961		
34.tree	tree	bd		0.108402	0.103368	0.11317	0.054942	0.049885	0.0606638	0			0.054942			0.265564	0.265564	0.265564
34.tree	tree	bdct		0.108392	0.103358	0.11316	0.0549298	0.0498739	0.0606515	0.000110133	1e-06	0.00596886	79.0436	0.001	500000.0	0.265564	0.265564	0.265564
35.tree	tree	real	724	0.226934230508182			0.08308653318819023			0			0.08308653318819023			0.1001217266788926		
35.tree	tree	bdct		0.226593	0.218662	0.235175	0.0826689	0.0718223	0.0941121	0.000167125	1e-06	0.00602552	43.377	0.001	500000.0	0.100122	0.100122	0.100122
35.tree	tree	bd		0.226614	0.218682	0.235195	0.0827158	0.0725013	0.0941589	0			0.0827158			0.100122	0.100122	0.100122
36.tree	tree	bd		1.43966	1.37784	1.50346	0.228004	0.197855	0.261375	0			0.228004			0.575098	0.575098	0.575098
36.tree	tree	real	951	1.4578741576270635			0.22211298507630803			0			0.22211298507630803			0.5750980955295314		
36.tree	tree	bdct		1.44034	1.37849	1.50414	0.225794	0.195061	0.260119	0.00368903	1e-06	0.0221753	17.4038	0.001	500000.0	0.575098	0.575098	0.575098
37.tree	tree	real	635	0.6771337676798739			0.12991280661366128			0			0.12991280661366128			0.0515681149730479		
37.tree	tree	bd		0.669312	0.651038	0.688373	0.127197	0.102549	0.15485	0			0.127197			0.0515681	0.0515681	0.0515681
37.tree	tree	bdct		0.669312	0.651038	0.688373	0.127197	0.102549	0.15485	1e-06	1e-06	0.00488381	35.9925	0.001	500000.0	0.0515681	0.0515681	0.0515681
38.tree	tree	real	745	3.447598538214926			0.6635938185232104			0			0.6635938185232104			0.3437227665815365		
38.tree	tree	bd		3.47175	3.3277	3.61905	0.66993	0.573902	0.77667	0			0.66993			0.343723	0.343723	0.343723
38.tree	tree	bdct		3.47174	3.32769	3.61905	0.669945	0.573915	0.776685	1e-06	1e-06	0.0107432	12.5115	0.001	500000.0	0.343723	0.343723	0.343723
39.tree	tree	bdct		0.774886	0.749191	0.801568	0.131799	0.107785	0.159452	1e-06	1e-06	0.00488381	27.9156	0.001	500000.0	0.101478	0.101478	0.101478
39.tree	tree	real	624	0.7720127562148733			0.1315329155355106			0			0.1315329155355106			0.1014778031668421		
39.tree	tree	bd		0.774887	0.749192	0.80157	0.1318	0.107786	0.159453	0			0.1318			0.101478	0.101478	0.101478
40.tree	tree	bdct		0.440955	0.417754	0.464786	0.0647301	0.0547723	0.0761735	1e-06	1e-06	0.0126963	0.0647301	0.001	500000.0	0.734939	0.734939	0.734939
40.tree	tree	bd		0.440956	0.417756	0.464788	0.0647299	0.0547721	0.0761732	0			0.0647299			0.734939	0.734939	0.734939
40.tree	tree	real	725	0.4388072090310482			0.06642809403512352			0			0.06642809403512352			0.73493938783464		
41.tree	tree	bd		1.28708	1.22303	1.3528	0.248374	0.214553	0.285558	0			0.248374			0.68134	0.68134	0.68134
41.tree	tree	bdct		1.28708	1.22302	1.3528	0.248376	0.214555	0.28556	1e-06	1e-06	0.00976662	0.248376	0.001	500000.0	0.68134	0.68134	0.68134
41.tree	tree	real	791	1.2817785639283732			0.23473146286314123			0			0.23473146286314123			0.681340214133232		
42.tree	tree	bd		0.165157	0.156821	0.173739	0.0498534	0.0429834	0.0574824	0			0.0498534			0.485412	0.485412	0.485412
42.tree	tree	bdct		0.165173	0.156836	0.173755	0.0497685	0.0429105	0.0573976	0.000605697	1e-06	0.00743749	54.062	0.001	500000.0	0.485412	0.485412	0.485412
42.tree	tree	real	702	0.16456283117133938			0.05453895705138518			0			0.05453895705138518			0.4854123582645339		
43.tree	tree	bdct		0.43307	0.411972	0.454995	0.0484794	0.0410607	0.057062	1e-06	1e-06	0.00976662	0.0484794	0.001	500000.0	0.667248	0.667248	0.667248
43.tree	tree	real	834	0.4318704863478454			0.05026034827271979			0			0.05026034827271979			0.6672484606631115		
43.tree	tree	bd		0.433069	0.411972	0.454994	0.0484792	0.0410606	0.0570619	0			0.0484792			0.667248	0.667248	0.667248
44.tree	tree	bd		0.637063	0.619049	0.656124	0.0739792	0.0614359	0.0882833	0			0.0739792			0.0977107	0.0977107	0.0977107
44.tree	tree	real	958	0.6454978885042701			0.06962609080476403			0			0.06962609080476403			0.0977107076771677		
44.tree	tree	bdct		0.637062	0.619049	0.656124	0.0739791	0.0614358	0.0882832	1e-06	1e-06	0.00390725	61.4373	0.001	500000.0	0.0977107	0.0977107	0.0977107
45.tree	tree	bd		0.159489	0.153298	0.166163	0.0647296	0.0567634	0.0733122	0			0.0647296			0.123513	0.123513	0.123513
45.tree	tree	bdct		0.159489	0.153298	0.166163	0.0647296	0.0567634	0.0733121	1e-06	1e-06	0.0283213	0.0647296	0.001	500000.0	0.123513	0.123513	0.123513
45.tree	tree	real	735	0.1590723260859212			0.06117833453479945			0			0.06117833453479945			0.1235127059844298		
46.tree	tree	bd		0.291361	0.276616	0.306616	0.0700891	0.0598337	0.0815324	0			0.0700891			0.465814	0.465814	0.465814
46.tree	tree	bdct		0.291348	0.276604	0.306603	0.070022	0.0597766	0.0814653	0.000377609	1e-06	0.0247825	41.3359	0.001	500000.0	0.465814	0.465814	0.465814
46.tree	tree	real	623	0.29072736536998744			0.07853915635391913			0			0.07853915635391913			0.4658143885761908		
47.tree	tree	real	538	0.5401389197356677			0.2440823003859153			0			0.2440823003859153			0.118318159036291		
47.tree	tree	bd		0.533415	0.509498	0.559151	0.241667	0.210644	0.274085	0			0.241667			0.118318	0.118318	0.118318
47.tree	tree	bdct		0.533301	0.509389	0.559036	0.241439	0.206688	0.273856	0.000374621	1e-06	0.0130652	9.18165	0.001	500000.0	0.118318	0.118318	0.118318
48.tree	tree	bd		0.0594825	0.0549135	0.0642506	0.0541112	0.0499619	0.0588794	0			0.0541112			0.632462	0.632462	0.632462
48.tree	tree	bdct		0.0594827	0.0549137	0.0642508	0.0541112	0.0499619	0.0588793	1e-06	1e-06	0.0351572	0.0541112	0.001	500000.0	0.632462	0.632462	0.632462
48.tree	tree	real	750	0.057341900133924165			0.05678792416007198			0			0.05678792416007198			0.6324622119077622		
49.tree	tree	bd		1.12152	1.0668	1.17867	0.494391	0.43368	0.559208	0			0.494391			0.226869	0.226869	0.226869
49.tree	tree	bdct		1.12152	1.0668	1.17867	0.494389	0.433679	0.559207	1e-06	1e-06	0.00879005	7.36661	0.001	500000.0	0.226869	0.226869	0.226869
49.tree	tree	real	532	1.088022583827631			0.4738505864969614			0			0.4738505864969614			0.2268687723745328		
50.tree	tree	bdct		0.39645	0.375596	0.418376	0.0716565	0.0595124	0.0859606	0.00183688	1e-06	0.0271809	24.7665	0.001	500000.0	0.45808	0.45808	0.45808
50.tree	tree	bd		0.39656	0.3757	0.418486	0.0719372	0.0597449	0.0862413	0			0.0719372			0.45808	0.45808	0.45808
50.tree	tree	real	551	0.3977991288047881			0.06716239287110967			0			0.06716239287110967			0.4580802801894216		
51.tree	tree	real	869	0.9485262635267738			0.3851074500012784			0			0.3851074500012784			0.4041714840640083		
51.tree	tree	bd		0.957488	0.915455	1.00036	0.416299	0.375743	0.459197	0			0.416299			0.404171	0.404171	0.404171
51.tree	tree	bdct		0.957492	0.915459	1.00037	0.416297	0.37574	0.459194	1e-06	1e-06	0.0117197	21.4934	0.001	500000.0	0.404171	0.404171	0.404171
52.tree	tree	bdct		0.0894196	0.0838934	0.0951412	0.0639675	0.0590482	0.0696892	1e-06	1e-06	0.015626	0.423822	0.001	500000.0	0.592922	0.592922	0.592922
52.tree	tree	bd		0.0894193	0.0838931	0.0951409	0.0639669	0.0590476	0.0696886	0			0.0639669			0.592922	0.592922	0.592922
52.tree	tree	real	837	0.08731549747818314			0.061055675369266454			0			0.061055675369266454			0.5929223683956373		
53.tree	tree	real	892	0.7313932678206914			0.08158151366434227			0			0.08158151366434227			0.4249286980041645		
53.tree	tree	bdct		0.73309	0.702348	0.764538	0.0760819	0.0643503	0.0894323	0.00257743	1e-06	0.0103698	76.9128	0.001	500000.0	0.424929	0.424929	0.424929
53.tree	tree	bd		0.732533	0.702529	0.763981	0.0767707	0.0649315	0.0901211	0			0.0767707			0.424929	0.424929	0.424929
54.tree	tree	bd		3.74115	3.52565	3.96347	0.542779	0.45019	0.648579	0			0.542779			0.613105	0.613105	0.613105
54.tree	tree	real	543	3.790347162383868			0.5886250110809619			0			0.5886250110809619			0.6131049968109511		
54.tree	tree	bdct		3.74116	3.52566	3.96254	0.542773	0.450185	0.648573	1e-06	1e-06	0.024415	6.45312	0.001	500000.0	0.613105	0.613105	0.613105
55.tree	tree	bd		1.6972	1.60029	1.79716	0.354228	0.302486	0.412382	0			0.354228			0.698598	0.698598	0.698598
55.tree	tree	real	612	1.7046242666934213			0.3205469684996835			0			0.3205469684996835			0.6985978841963721		
55.tree	tree	bdct		1.69719	1.60028	1.79715	0.354225	0.302483	0.412378	1e-06	1e-06	0.0214854	14.5353	0.001	500000.0	0.698598	0.698598	0.698598
56.tree	tree	real	541	2.9046511885223865			0.29304063154484106			0			0.29304063154484106			0.5185720532779516		
56.tree	tree	bd		3.01334	2.84639	3.18638	0.277875	0.224879	0.3408	0			0.277875			0.518572	0.518572	0.518572
56.tree	tree	bdct		3.02192	2.85376	3.19686	0.270974	0.218244	0.332946	0.00675685	1e-06	0.0213063	150.562	0.001	500000.0	0.518572	0.518572	0.518572
57.tree	tree	real	682	0.34526185795502506			0.05217016150998021			0			0.05217016150998021			0.6397362650188956		
57.tree	tree	bd		0.339911	0.322039	0.358978	0.0539582	0.0456835	0.0634944	0			0.0539582			0.639736	0.639736	0.639736
57.tree	tree	bdct		0.339984	0.322108	0.359051	0.0536377	0.0445906	0.0631739	0.00217385	1e-06	0.0197138	23.7204	0.001	500000.0	0.639736	0.639736	0.639736
58.tree	tree	bd		0.180689	0.171564	0.190224	0.0654504	0.0584012	0.0730793	0			0.0654504			0.544072	0.544072	0.544072
58.tree	tree	real	825	0.18372439732721924			0.06249999429711305			0			0.06249999429711305			0.5440724135601667		
58.tree	tree	bdct		0.180684	0.17156	0.190219	0.0654515	0.0584022	0.0730804	1e-06	1e-06	0.00488381	113.839	0.001	500000.0	0.544072	0.544072	0.544072
59.tree	tree	bdct		0.287363	0.273381	0.301664	0.0906882	0.0801779	0.102131	1e-06	1e-06	0.0117197	0.0906882	0.001	500000.0	0.5651	0.5651	0.5651
59.tree	tree	bd		0.287363	0.273381	0.301664	0.0906882	0.0801779	0.102131	0			0.0906882			0.5651	0.5651	0.5651
59.tree	tree	real	829	0.28554776330042825			0.09706616706516652			0			0.09706616706516652			0.5651002617044324		
60.tree	tree	real	773	0.3402932338229086			0.04970414202481659			0			0.04970414202481659			0.1489219781249695		
60.tree	tree	bd		0.335284	0.323532	0.347678	0.0465928	0.0387566	0.0561291	0			0.0465928			0.148922	0.148922	0.148922
60.tree	tree	bdct		0.335284	0.323532	0.347678	0.0465927	0.0387565	0.056129	1e-06	1e-06	0.00586037	0.0465927	0.001	500000.0	0.148922	0.148922	0.148922
61.tree	tree	bd		1.09	1.02566	1.15669	0.388271	0.335324	0.446423	0			0.388271			0.505076	0.505076	0.505076
61.tree	tree	bdct		1.09	1.02566	1.15669	0.388271	0.335324	0.446422	1e-06	1e-06	0.0185557	14.3875	0.001	500000.0	0.505076	0.505076	0.505076
61.tree	tree	real	501	1.0898339524515621			0.39486456418089017			0			0.39486456418089017			0.5050761355331106		
62.tree	tree	bdct		0.6262	0.606052	0.647168	0.0985374	0.0825351	0.116655	1e-06	1e-06	0.00390725	57.0331	0.001	500000.0	0.147945	0.147945	0.147945
62.tree	tree	bd		0.626201	0.606053	0.647168	0.0985374	0.0825352	0.116655	0			0.0985374			0.147945	0.147945	0.147945
62.tree	tree	real	813	0.6268973537624809			0.08926209296051638			0			0.08926209296051638			0.1479450579431744		
63.tree	tree	bdct		0.239465	0.228287	0.250907	0.0692238	0.0606958	0.0787599	1e-06	1e-06	0.0273447	0.0692238	0.001	500000.0	0.428554	0.428554	0.428554
63.tree	tree	real	774	0.22966822946415327			0.06399479308702406			0			0.06399479308702406			0.428554366367035		
63.tree	tree	bd		0.239465	0.228287	0.250906	0.069224	0.060696	0.07876	0			0.069224			0.428554	0.428554	0.428554
64.tree	tree	bd		0.860107	0.813124	0.908702	0.10535	0.0874147	0.125375	0			0.10535			0.654416	0.654416	0.654416
64.tree	tree	bdct		0.860129	0.813145	0.908725	0.105337	0.0874043	0.125362	1.56909e-06	1e-06	0.0185562	33.3266	0.001	500000.0	0.654416	0.654416	0.654416
64.tree	tree	real	639	0.870076970972169			0.10758211320511843			0			0.10758211320511843			0.6544160024910988		
65.tree	tree	real	904	2.2223159698755848			0.31161956286687675			0			0.31161956286687675			0.3219102118558763		
65.tree	tree	bdct		2.2273	2.14523	2.3139	0.336921	0.286401	0.388402	0.00125304	1e-06	0.00808041	168.294	0.001	500000.0	0.32191	0.32191	0.32191
65.tree	tree	bd		2.22753	2.14436	2.31317	0.336416	0.287938	0.389804	0			0.336416			0.32191	0.32191	0.32191
66.tree	tree	bdct		1.11722	1.06326	1.17342	0.131506	0.110605	0.155345	0.00611416	1e-06	0.0245554	16.4735	0.001	500000.0	0.593122	0.593122	0.593122
66.tree	tree	real	769	1.115063402079131			0.13149423813619637			0			0.13149423813619637			0.5931220172584356		
66.tree	tree	bd		1.11537	1.0615	1.17062	0.134061	0.11327	0.1579	0			0.134061			0.593122	0.593122	0.593122
67.tree	tree	bd		1.0576	1.02561	1.09094	0.134578	0.113184	0.15937	0			0.134578			0.137313	0.137313	0.137313
