parameter,lambda_1,psi_1,rho_1,R0_1,infectious_time_1,lambda_2,psi_2,rho_2,R0_2,infectious_time_2,t_1
value,0.08208755278315646,0.1,0.5031243718046713,0.8208755278315646,10.0,0.49053432367505406,0.1,0.5447092203070619,4.90534323675054,10.0,256.36
