parameter,lambda_1,psi_1,rho_1,R0_1,infectious_time_1,lambda_2,psi_2,rho_2,R0_2,infectious_time_2,t_1
value,1.1023536692130427,0.1,0.17909752173499904,11.023536692130426,10.0,2.31637035594051,0.8890572521914293,0.37331423738552794,2.6054231605792646,1.1247869555476984,11.6344
