parameter,lambda_1,psi_1,rho_1,R0_1,infectious_time_1,lambda_2,psi_2,rho_2,R0_2,infectious_time_2,t_1
value,0.3824262137600036,0.1,0.26407195296261754,3.8242621376000354,10.0,0.6939108396523848,0.7587675940625647,0.6016620905059861,0.9145235577827905,1.317926606018897,24.3998
