parameter,lambda_1,psi_1,rho_1,R0_1,infectious_time_1,lambda_2,psi_2,rho_2,R0_2,infectious_time_2,t_1
value,1.257938038884256,0.7474964660333401,0.5403502949311733,1.6828682088085605,1.3377989668721693,1.3052487134109518,0.32500487657918964,0.1288830706654292,4.0160896265595545,3.076876908818761,4.32078
