parameter,lambda_1,psi_1,rho_1,R0_1,infectious_time_1,lambda_2,psi_2,rho_2,R0_2,infectious_time_2,t_1
value,1.3282168246572552,0.1,0.08524644460551693,13.282168246572551,10.0,2.5325639154984727,0.523461995777518,0.1975774316300617,4.838104649291224,1.910358360428176,10.1326
