parameter,lambda_1,psi_1,rho_1,R0_1,infectious_time_1,lambda_2,psi_2,rho_2,R0_2,infectious_time_2,t_1
value,0.5247121474405235,0.1,0.7321754964534102,5.247121474405235,10.0,0.7555048941354312,0.514003689785436,0.5166623602250588,1.4698433282663919,1.9455113258378296,14.2811
