parameter,lambda_1,psi_1,rho_1,R0_1,infectious_time_1,lambda_2,psi_2,rho_2,R0_2,infectious_time_2,t_1
value,1.079616181499514,0.7438662335500664,0.23120847339412703,1.4513579630400708,1.3443277230471227,0.24351024222924986,0.1,0.3566585146664154,2.4351024222924984,10.0,10.5715
