parameter,lambda_1,psi_1,rho_1,R0_1,infectious_time_1,lambda_2,psi_2,rho_2,R0_2,infectious_time_2,t_1
value,0.2414711423378765,0.1,0.6746305417779274,2.414711423378765,10.0,0.8371882774048154,0.15515503478008102,0.09550448350316029,5.395817664515096,6.445166290719565,21.2151
