parameter,lambda_1,psi_1,rho_1,R0_1,infectious_time_1,lambda_2,psi_2,rho_2,R0_2,infectious_time_2,t_1
value,0.1255785079899716,0.1,0.21028556376199464,1.255785079899716,10.0,0.5087046895331482,0.1,0.471562573678745,5.087046895331482,10.0,14.2557
