parameter,lambda_1,psi_1,rho_1,R0_1,infectious_time_1,lambda_2,psi_2,rho_2,R0_2,infectious_time_2,t_1
value,0.3345552932733137,0.33051509361703535,0.5582498495119347,1.0122239490247296,3.025580432821898,7.402412314596781,10.0,0.21672332424758606,0.740241231459678,0.1,17.0437
