parameter,lambda_1,psi_1,rho_1,R0_1,infectious_time_1,lambda_2,psi_2,rho_2,R0_2,infectious_time_2,t_1
value,1.5271067514599068,0.5172936679093064,0.7305325696539328,2.9521079537506423,1.9331379099257082,0.7742031614345996,0.1,0.12799990528993963,7.742031614345995,10.0,6.2084
