parameter,lambda_1,psi_1,rho_1,R0_1,infectious_time_1,lambda_2,psi_2,rho_2,R0_2,infectious_time_2,t_1
value,0.30944554217868986,0.1,0.5577114283181016,3.0944554217868983,10.0,0.17856024562349018,0.3299399400273965,0.6436857967241951,0.5411901499668802,3.030854645596908,18.1715
