parameter,lambda_1,psi_1,rho_1,R0_1,infectious_time_1,lambda_2,psi_2,rho_2,R0_2,infectious_time_2,t_1
value,0.4829508689929507,0.1,0.38199005866455804,4.829508689929507,10.0,0.5600162072353794,0.1663908026956059,0.7199575866821751,3.365668042721501,6.009947568011873,17.0719
