parameter,lambda_1,psi_1,rho_1,R0_1,infectious_time_1,lambda_2,psi_2,rho_2,R0_2,infectious_time_2,t_1
value,0.18964017513762754,0.1,0.4155456551383142,1.8964017513762754,10.0,0.4268228113335275,0.1,0.2578494120964908,4.268228113335275,10.0,45.7697
