parameter,lambda_1,psi_1,rho_1,R0_1,infectious_time_1,lambda_2,psi_2,rho_2,R0_2,infectious_time_2,t_1
value,1.8119780845154418,1.4589204555455322,0.5303080803608624,1.2419992314371187,0.6854383295531156,0.9027985096983496,0.6748320101397915,0.3972257913284011,1.337812220127695,1.4818502752897715,3.99341
