parameter,lambda_1,psi_1,rho_1,R0_1,infectious_time_1,lambda_2,psi_2,rho_2,R0_2,infectious_time_2,t_1
value,0.10050651235757212,0.1,0.4008102862271676,1.005065123575721,10.0,0.6154678889305549,0.11092508351561171,0.08772626516832092,5.5485005683492075,9.015093505512294,467.734
