parameter,lambda_1,psi_1,rho_1,R0_1,infectious_time_1,lambda_2,psi_2,rho_2,R0_2,infectious_time_2,t_1
value,1.5108296237607985,0.0066812382183626656,0.44358,226.13018341547016,149.67285513808017,2.2305138756201908,2.797524872570278,0.530255,0.7973169059157872,0.3574588414941353,15.0618
