	data_type	type	sampled_tips	lambda	lambda_min	lambda_max	psi	psi_min	psi_max	upsilon	upsilon_min	upsilon_max	phi	phi_min	phi_max	p	p_min	p_max
13.tree	tree	bd		0.231598	0.218987	0.243993	0.118191	0.105374	0.132495	0			0.118191			0.267364	0.267364	0.267364
13.tree	tree	real	565	0.1918942697143012			0.05333042940503585			0.272537533322863			12.338115572804172			0.2673641104959947		
13.tree	tree	bdct		0.20274	0.191707	0.214181	0.0648001	0.0538344	0.0762434	0.331063	0.283214	0.381364	11.73	9.64107	14.225	0.267364	0.267364	0.267364
14.tree	tree	bdct		0.167896	0.158116	0.178384	0.116881	0.107827	0.126416	0.47866	0.432851	0.524481	18.7056	16.1883	21.5582	0.58204	0.58204	0.58204
14.tree	tree	bd		0.189128	0.178105	0.20057	0.170751	0.160141	0.182193	0			0.170751			0.58204	0.58204	0.58204
14.tree	tree	real	911	0.1605295575271608			0.09656893960378056			0.5145237718661824			17.961905312644465			0.5820401759768412		
15.tree	tree	bdct		3.59204	3.46316	3.72318	0.735381	0.62422	0.858314	0.0607255	0.0379538	0.0882433	35.4983	22.3732	57.2972	0.213056	0.213056	0.213056
15.tree	tree	bd		3.61171	3.48477	3.74094	0.889998	0.773664	1.01672	0			0.889998			0.213056	0.213056	0.213056
15.tree	tree	real	803	3.531645356994205			0.8511987005287912			0.0687017329073928			28.170695376121472			0.213055953862031		
16.tree	tree	bdct		0.512463	0.492484	0.53248	0.0644208	0.0535203	0.0768177	0.165968	0.138091	0.196104	17.5705	14.1937	21.603	0.234204	0.234204	0.234204
16.tree	tree	real	864	0.5104334433782016			0.05512819348277215			0.1247402058323649			15.794995507972443			0.2342044668904229		
16.tree	tree	bd		0.508869	0.491014	0.52698	0.115488	0.100282	0.132652	0			0.115488			0.234204	0.234204	0.234204
17.tree	tree	real	857	0.8546038386071181			0.1233753373783627			0.1659058692793123			51.442039969261955			0.5839104619302057		
17.tree	tree	bd		0.869939	0.829208	0.910912	0.234553	0.207184	0.26411	0			0.234553			0.58391	0.58391	0.58391
17.tree	tree	bdct		0.855346	0.81363	0.898225	0.154591	0.132392	0.179383	0.212462	0.180095	0.24707	58.0518	46.9476	71.1894	0.58391	0.58391	0.58391
18.tree	tree	bdct		0.74742	0.709515	0.786491	0.12386	0.104663	0.145792	0.173049	0.141278	0.207774	41.0436	31.9603	52.3378	0.56974	0.56974	0.56974
18.tree	tree	bd		0.755336	0.71924	0.792501	0.183073	0.159603	0.208818	0			0.183073			0.56974	0.56974	0.56974
18.tree	tree	real	769	0.7580418839021584			0.11145727382929554			0.1345560564832879			47.195953472160326			0.5697398381024557		
19.tree	tree	bdct		0.438457	0.412825	0.465148	0.174892	0.155193	0.195869	0.663805	0.613241	0.713052	20.7125	18.4042	23.2521	0.596151	0.596151	0.596151
19.tree	tree	bd		0.52646	0.497724	0.556009	0.331137	0.3047	0.358784	0			0.331137			0.596151	0.596151	0.596151
19.tree	tree	real	837	0.40315949548860663			0.06381852214209267			0.6576091603000799			17.371639163351592			0.5961510056704202		
20.tree	tree	real	930	1.179733067559404			0.1301804176038873			0.32259232028042			14.540722441866768			0.384815336291761		
20.tree	tree	bd		1.2673	1.21598	1.31969	0.443572	0.397758	0.492187	0			0.443572			0.384815	0.384815	0.384815
20.tree	tree	bdct		1.19483	1.14237	1.24817	0.230894	0.196769	0.268079	0.317555	0.276621	0.360208	18.2002	15.4365	21.4718	0.384815	0.384815	0.384815
21.tree	tree	real	538	0.5651894236400936			0.07489159027811268			0.4098274590272154			32.548661298100015			0.1763689201330984		
21.tree	tree	bd		0.754837	0.715083	0.796766	0.444071	0.397341	0.492687	0			0.444071			0.176369	0.176369	0.176369
21.tree	tree	bdct		0.575024	0.544754	0.606477	0.178931	0.148349	0.212303	0.475939	0.420165	0.532746	32.4421	27.3455	38.3035	0.176369	0.176369	0.176369
22.tree	tree	real	657	0.29081692631507444			0.050227429651405385			0.5690333321435582			23.05096157316016			0.195454949651241		
22.tree	tree	bdct		0.331415	0.313991	0.349529	0.0924127	0.0781295	0.10767	0.603483	0.551032	0.655371	22.2339	19.5532	25.1954	0.195455	0.195455	0.195455
22.tree	tree	bd		0.460288	0.437862	0.483166	0.258054	0.233955	0.283797	0			0.258054			0.195455	0.195455	0.195455
23.tree	tree	bdct		0.496551	0.471386	0.522287	0.10827	0.0889948	0.130202	0.240018	0.195015	0.288259	8.5259	6.66732	10.884	0.276534	0.276534	0.276534
23.tree	tree	real	584	0.4899910274245373			0.06614748809370934			0.2049289654879751			6.336601433091171			0.2765340207402434		
23.tree	tree	bd		0.528009	0.503306	0.553745	0.190739	0.16554	0.217437	0			0.190739			0.276534	0.276534	0.276534
24.tree	tree	real	647	0.1555989035475278			0.07946104595868887			0.2110870203337718			15.753451491906105			0.4322504980156023		
24.tree	tree	bd		0.16695	0.157226	0.177438	0.111305	0.100964	0.121795	0			0.111305			0.43225	0.43225	0.43225
24.tree	tree	bdct		0.152848	0.143358	0.162384	0.0836788	0.0746358	0.0932147	0.241649	0.201059	0.284602	20.1644	16.0305	25.3311	0.43225	0.43225	0.43225
25.tree	tree	real	545	0.7390348693946764			0.16082844952643238			0.0629259112957287			22.74248845003799			0.5653110131180193		
25.tree	tree	bd		0.726441	0.685352	0.769325	0.170733	0.144212	0.200292	0			0.170733			0.565311	0.565311	0.565311
25.tree	tree	bdct		0.727333	0.684774	0.77117	0.142056	0.117261	0.169709	0.0810783	0.0500409	0.118768	14.9369	8.77163	25.3338	0.565311	0.565311	0.565311
26.tree	tree	bdct		0.361645	0.344739	0.378805	0.106136	0.0921724	0.121393	0.383525	0.342326	0.425667	21.7337	18.7379	25.0779	0.380662	0.380662	0.380662
26.tree	tree	bd		0.405856	0.387669	0.424921	0.199367	0.18077	0.218436	0			0.199367			0.380662	0.380662	0.380662
26.tree	tree	real	884	0.35267082691472285			0.07873923757972953			0.3129198074464255			23.393193238873234			0.3806617744617303		
27.tree	tree	real	630	0.9450491913199306			0.10156931692466482			0.0887928458042786			33.16508522908774			0.2742756374908442		
27.tree	tree	bdct		0.969364	0.924917	1.01605	0.103176	0.0824213	0.127015	0.107146	0.0803595	0.137663	29.8437	21.567	41.2089	0.274276	0.274276	0.274276
27.tree	tree	bd		0.9505	0.909701	0.992422	0.155582	0.129013	0.186094	0			0.155582			0.274276	0.274276	0.274276
28.tree	tree	real	844	0.5447490268885549			0.14641850387755573			0.1786480444654692			4.9684213533724355			0.4989695227516343		
28.tree	tree	bdct		0.533168	0.507184	0.559857	0.1853	0.162983	0.209138	0.167442	0.128198	0.210534	7.35153	5.42327	10.0961	0.49897	0.49897	0.49897
28.tree	tree	bd		0.5543	0.527823	0.580988	0.239647	0.216342	0.264437	0			0.239647			0.49897	0.49897	0.49897
29.tree	tree	bd		0.287373	0.273949	0.301674	0.127657	0.112814	0.143867	0			0.127657			0.223349	0.223349	0.223349
29.tree	tree	bdct		0.264894	0.252524	0.278242	0.0854451	0.0729103	0.0987954	0.197688	0.162166	0.236863	35.3688	27.8533	44.5435	0.223349	0.223349	0.223349
29.tree	tree	real	598	0.2557776143501743			0.07810275875567486			0.1715948617952023			35.19109611933632			0.2233493095846735		
30.tree	tree	bd		0.555092	0.526413	0.584639	0.271336	0.239128	0.305659	0			0.271336			0.210809	0.210809	0.210809
30.tree	tree	bdct		0.476927	0.45183	0.502664	0.118185	0.0962124	0.142977	0.377742	0.328311	0.429395	40.877	34.4103	48.1891	0.210809	0.210809	0.210809
30.tree	tree	real	513	0.46411511534929967			0.0909583590444932			0.3021901846806381			38.06724503884345			0.2108089289814738		
31.tree	tree	bd		0.581747	0.548286	0.617013	0.262892	0.235271	0.292448	0			0.262892			0.696249	0.696249	0.696249
31.tree	tree	real	699	0.5233742932627305			0.06103660540277897			0.4915714257587833			26.6499915170656			0.6962486898197504		
31.tree	tree	bdct		0.515199	0.483062	0.548561	0.142322	0.121897	0.165207	0.542577	0.489591	0.596181	29.2168	25.3562	33.5435	0.696249	0.696249	0.696249
32.tree	tree	bdct		0.455014	0.431072	0.479799	0.0709235	0.0583591	0.0852276	0.265941	0.223349	0.31182	9.58812	7.61967	12.0943	0.530033	0.530033	0.530033
32.tree	tree	bd		0.462727	0.440182	0.486558	0.127886	0.111034	0.146004	0			0.127886			0.530033	0.530033	0.530033
32.tree	tree	real	725	0.45421295759709107			0.04947412437495863			0.2130053151839542			8.516267038062182			0.5300334431990478		
33.tree	tree	bdct		3.39608	3.24025	3.5586	1.13308	0.972226	1.31027	0.545262	0.494676	0.595887	164.372	144.117	186.873	0.078264	0.078264	0.078264
33.tree	tree	real	710	2.962552687326259			0.37828307546563766			0.5213051850413195			153.66484938850238			0.0782640284221847		
33.tree	tree	bd		5.55327	5.29301	5.8245	3.79895	3.50223	4.10676	0			3.79895			0.078264	0.078264	0.078264
34.tree	tree	real	722	0.10642805343166056			0.06292985538495308			0.1095427265133142			7.057873833841127			0.5253343598946814		
34.tree	tree	bd		0.119512	0.112105	0.12714	0.0771773	0.0706308	0.0848061	0			0.0771773			0.525334	0.525334	0.525334
34.tree	tree	bdct		0.11521	0.108072	0.122838	0.0666844	0.0600133	0.0733597	0.129033	0.0977833	0.164757	7.91825	5.48374	11.4321	0.525334	0.525334	0.525334
35.tree	tree	real	645	0.13632730974913165			0.06453656085017682			0.682782075922792			13.769482488455244			0.1008096800632682		
35.tree	tree	bdct		0.156699	0.147576	0.166235	0.0995278	0.0887513	0.110971	0.613912	0.559355	0.668205	13.928	12.2135	15.8139	0.10081	0.10081	0.10081
35.tree	tree	bd		0.251711	0.238	0.266012	0.212585	0.197708	0.22784	0			0.212585			0.10081	0.10081	0.10081
36.tree	tree	bd		0.300573	0.283605	0.318687	0.1983	0.180574	0.21737	0			0.1983			0.352558	0.352558	0.352558
36.tree	tree	real	613	0.23119896620436164			0.06369150949122417			0.5115579986356702			21.563875917007053			0.3525578598175916		
36.tree	tree	bdct		0.23767	0.222878	0.252925	0.0974388	0.0838771	0.111743	0.578545	0.523176	0.633696	18.9926	16.4279	21.8702	0.352558	0.352558	0.352558
37.tree	tree	real	592	0.4044204110504541			0.14296245653961195			0.3319723908432133			39.01839720440534			0.2082299157298943		
37.tree	tree	bd		0.507994	0.481258	0.535636	0.318631	0.288233	0.350092	0			0.318631			0.20823	0.20823	0.20823
37.tree	tree	bdct		0.417728	0.395752	0.440607	0.173022	0.149504	0.198767	0.37455	0.327	0.424024	40.8138	34.6522	47.759	0.20823	0.20823	0.20823
38.tree	tree	real	557	0.9676066970923847			0.6610019252985385			0.6274697630981214			168.85181417312043			0.3898328326037435		
38.tree	tree	bd		1.24223	1.15859	1.32986	1.19638	1.11233	1.28401	0			1.19638			0.389833	0.389833	0.389833
38.tree	tree	bdct		1.01288	0.939752	1.08909	0.810215	0.739883	0.884542	0.508855	0.450217	0.56737	172.043	144.846	203.347	0.389833	0.389833	0.389833
39.tree	tree	bdct		0.499079	0.470868	0.527675	0.136614	0.117013	0.158545	0.477066	0.424887	0.529666	13.4381	11.4829	15.7505	0.5054	0.5054	0.5054
39.tree	tree	real	751	0.4755666073925821			0.06667910679671998			0.4136401802503955			12.55520331014665			0.5053995398847511		
39.tree	tree	bd		0.566503	0.537234	0.597004	0.266079	0.239675	0.293729	0			0.266079			0.5054	0.5054	0.5054
40.tree	tree	bdct		0.376542	0.352337	0.401328	0.119686	0.0983598	0.143525	0.239117	0.168129	0.317137	2.44771	1.7542	3.5625	0.484274	0.484274	0.484274
40.tree	tree	bd		0.395294	0.371421	0.42008	0.172333	0.150247	0.196171	0			0.172333			0.484274	0.484274	0.484274
40.tree	tree	real	505	0.3632892523895087			0.04850008925772792			0.5363264747702468			1.1129143428127832			0.4842735229520954		
41.tree	tree	bd		0.353406	0.334133	0.373426	0.226481	0.207985	0.24555	0			0.226481			0.697388	0.697388	0.697388
41.tree	tree	bdct		0.334833	0.315925	0.354854	0.176111	0.159694	0.194227	0.259828	0.221767	0.300306	22.7921	18.6648	27.5695	0.697388	0.697388	0.697388
41.tree	tree	real	885	0.32207918322179835			0.1389216115809874			0.2735022433082976			21.02962057974611			0.69738834913555		
42.tree	tree	bd		0.900108	0.847426	0.955371	0.650151	0.597534	0.705428	0			0.650151			0.489005	0.489005	0.489005
42.tree	tree	bdct		0.733865	0.687346	0.782467	0.337001	0.297626	0.379902	0.682016	0.627401	0.734806	66.1128	58.1656	74.9201	0.489005	0.489005	0.489005
42.tree	tree	real	675	0.6644651341861763			0.13200093469832505			0.6896630925678633			60.04169210560642			0.4890053401351609		
43.tree	tree	bdct		1.00753	0.945601	1.07231	0.424073	0.362926	0.489849	0.456055	0.398157	0.514486	39.6922	33.5038	46.7511	0.252941	0.252941	0.252941
43.tree	tree	real	524	0.9263027002005284			0.3016762443384143			0.4153833203905161			34.75531292847558			0.2529411997318846		
43.tree	tree	bd		1.27691	1.2034	1.35311	0.814988	0.736292	0.89789	0			0.814988			0.252941	0.252941	0.252941
44.tree	tree	bd		6.84871	6.4759	7.23515	4.61573	4.22028	5.02866	0			4.61573			0.339451	0.339451	0.339451
44.tree	tree	real	660	4.880992467822281			0.6656172554119377			0.6204118891474799			164.28226849036423			0.3394509443472268		
44.tree	tree	bdct		5.1585	4.85064	5.47823	2.01433	1.74104	2.31033	0.681183	0.623974	0.736602	199.257	175.5	225.376	0.339451	0.339451	0.339451
45.tree	tree	bd		0.602988	0.579473	0.626816	0.240747	0.213588	0.26935	0			0.240747			0.188411	0.188411	0.188411
45.tree	tree	bdct		0.558408	0.536635	0.580331	0.143602	0.122434	0.166487	0.204267	0.171553	0.239236	48.783	39.4801	60.1366	0.188411	0.188411	0.188411
45.tree	tree	real	757	0.551942715140458			0.14459680342993414			0.1634963555288154			50.83818531838937			0.1884110273377117		
46.tree	tree	bd		0.620557	0.594541	0.647244	0.0820144	0.0699888	0.0953648	0			0.0820144			0.471027	0.471027	0.471027
46.tree	tree	bdct		0.627127	0.600223	0.655719	0.0666656	0.0558924	0.0790626	0.0659314	0.0468734	0.0887359	19.5057	13.2748	28.3455	0.471027	0.471027	0.471027
46.tree	tree	real	904	0.615721373316433			0.07045182374567048			0.0477190885823184			19.456805079623297			0.4710272317668621		
47.tree	tree	real	927	0.6448444350968333			0.0703542934223755			0.3030257946322969			9.121317274160349			0.0733760252585761		
47.tree	tree	bd		0.851758	0.821018	0.884156	0.436738	0.396738	0.478681	0			0.436738			0.073376	0.073376	0.073376
47.tree	tree	bdct		0.683903	0.662562	0.705822	0.162078	0.137538	0.18973	0.325508	0.287363	0.365029	11.8756	10.184	13.8574	0.073376	0.073376	0.073376
48.tree	tree	bd		1.89412	1.79244	1.99883	0.929877	0.821024	1.04516	0			0.929877			0.302349	0.302349	0.302349
48.tree	tree	bdct		1.74408	1.6428	1.8488	0.648956	0.540752	0.767135	0.224651	0.158836	0.295826	9.80226	7.27477	13.5964	0.302349	0.302349	0.302349
48.tree	tree	real	532	1.5490933878720703			0.28779719940107196			0.5263168611421544			3.6480630497479294			0.3023491398101878		
49.tree	tree	bd		0.280806	0.264957	0.297014	0.235888	0.219372	0.252096	0			0.235888			0.432879	0.432879	0.432879
49.tree	tree	bdct		0.223566	0.209656	0.237868	0.134508	0.121992	0.147858	0.649272	0.599182	0.698594	32.1433	28.4885	36.1561	0.432879	0.432879	0.432879
49.tree	tree	real	808	0.2144718299841724			0.08824242275054829			0.6648426320801538			30.87891298257811			0.4328789997654355		
50.tree	tree	bdct		0.518944	0.489607	0.549445	0.132625	0.107432	0.161232	0.427444	0.365665	0.490627	5.59235	4.64567	6.71086	0.23218	0.23218	0.23218
50.tree	tree	bd		0.617561	0.585047	0.651872	0.301976	0.267294	0.339159	0			0.301976			0.23218	0.23218	0.23218
50.tree	tree	real	505	0.4909069957869419			0.05755687130080371			0.4210369521786475			4.800302838713294			0.232180018322735		
51.tree	tree	real	540	0.3254512312974094			0.08883305849216083			0.5648996535478574			0.9906039723389783			0.3439939484371598		
51.tree	tree	bd		0.38937	0.366614	0.413203	0.228742	0.204723	0.254486	0			0.228742			0.343994	0.343994	0.343994
51.tree	tree	bdct		0.357071	0.334816	0.380904	0.166065	0.140918	0.192763	0.237468	0.167897	0.312678	2.03108	1.49977	2.83295	0.343994	0.343994	0.343994
52.tree	tree	bdct		2.20353	2.07555	2.33675	0.778026	0.689245	0.87332	0.676363	0.625504	0.725667	118.152	105.137	132.536	0.747368	0.747368	0.747368
52.tree	tree	bd		2.54543	2.40815	2.68812	1.40872	1.29187	1.53157	0			1.40872			0.747368	0.747368	0.747368
52.tree	tree	real	894	2.036097261526049			0.24069739931999737			0.6498661034688689			112.65337228357558			0.747367554743992		
